method;num_threads;length;elapsed_time
builtin;3;100;0.028399999791873
critical;3;100;0.000900000031834
atomics;3;100;0.000600000021223
locks;3;100;0.000900000031834
builtin;4;100;0.024399999801972
critical;4;100;0.000999999883788
atomics;4;100;0.000700000327924
locks;4;100;0.000999999883788
builtin;5;100;0.028399999791873
critical;5;100;0.001199999587698
atomics;5;100;0.000900000031834
locks;5;100;0.001200000042445
builtin;6;100;0.026699999580160
critical;6;100;0.001299999894400
atomics;6;100;0.000900000031834
locks;6;100;0.001200000042445
builtin;7;100;0.032400000236521
critical;7;100;0.001700000211713
atomics;7;100;0.000999999883788
locks;7;100;0.001500000053056
builtin;8;100;0.032900000405789
critical;8;100;0.001800000063668
atomics;8;100;0.000999999883788
locks;8;100;0.001800000063668
builtin;9;100;0.105399999938527
critical;9;100;0.180600000021514
atomics;9;100;0.173500000073545
locks;9;100;0.171499999851221
builtin;10;100;0.216400000226713
critical;10;100;0.104400000054738
atomics;10;100;0.191300000096817
locks;10;100;0.187300000106916
builtin;11;100;0.222499999836145
critical;11;100;0.208199999633507
atomics;11;100;0.208500000098866
locks;11;100;0.212399999782065
builtin;12;100;0.239400000282330
critical;12;100;0.231700000313140
atomics;12;100;0.228700000207027
locks;12;100;0.231900000017049
builtin;13;100;0.264799999968091
critical;13;100;0.248199999987264
atomics;13;100;0.245400000039808
locks;13;100;0.248999999712396
builtin;14;100;0.284299999748328
critical;14;100;0.268099999630067
atomics;14;100;0.268099999630067
locks;14;100;0.270399999863002
builtin;15;100;0.311400000100548
critical;15;100;0.288799999907496
atomics;15;100;0.290200000108598
locks;15;100;0.288799999907496
builtin;2;10000;0.169899999946210
critical;2;10000;0.013399999716057
atomics;2;10000;0.010700000075303
locks;2;10000;0.010399999609945
builtin;3;10000;0.031900000067253
critical;3;10000;0.007399999958579
atomics;3;10000;0.007200000254670
locks;3;10000;0.007200000254670
builtin;4;10000;0.028899999961141
critical;4;10000;0.005800000053569
atomics;4;10000;0.005599999894912
locks;4;10000;0.005799999598821
builtin;5;10000;0.030400000014197
critical;5;10000;0.006300000222836
atomics;5;10000;0.005800000053569
locks;5;10000;0.006000000212225
builtin;6;10000;0.029600000289065
critical;6;10000;0.005699999746867
atomics;6;10000;0.005100000180391
locks;6;10000;0.005299999884301
builtin;7;10000;0.035300000035932
critical;7;10000;0.005200000032346
atomics;7;10000;0.004499999704421
locks;7;10000;0.005200000032346
builtin;8;10000;0.033999999686785
critical;8;10000;0.004700000317825
atomics;8;10000;0.004100000296603
locks;8;10000;0.012999999853491
builtin;9;10000;1.893299999665032
critical;9;10000;0.175200000285258
atomics;9;10000;0.209100000120088
locks;9;10000;0.168999999914377
builtin;10;10000;0.214400000004389
critical;10;10000;0.191099999938160
atomics;10;10000;0.192599999991216
locks;10;10000;0.190700000075594
builtin;11;10000;0.228899999910936
critical;11;10000;0.210700000025099
atomics;11;10000;0.210900000183756
locks;11;10000;0.209799999993265
builtin;12;10000;0.260400000115624
critical;12;10000;0.123399999665708
atomics;12;10000;0.231199999689125
locks;12;10000;0.229700000090816
builtin;13;10000;0.261800000316725
critical;13;10000;0.251200000093377
atomics;13;10000;0.250699999924109
locks;13;10000;0.251099999786675
builtin;14;10000;0.281999999970139
critical;14;10000;0.270900000032270
atomics;14;10000;0.270200000159093
locks;14;10000;0.268799999957992
builtin;15;10000;0.301499999750376
critical;15;10000;0.288600000203587
atomics;15;10000;0.287699999717006
locks;15;10000;0.287900000330410
builtin;2;1000000;1.028000000133034
critical;2;1000000;0.993300000118325
atomics;2;1000000;0.985300000138523
locks;2;1000000;0.979699999788863
builtin;3;1000000;0.604500000008557
critical;3;1000000;0.649300000077346
atomics;3;1000000;0.664499999857071
locks;3;1000000;0.650000000405271
builtin;4;1000000;0.456600000234175
critical;4;1000000;0.488200000290817
atomics;4;1000000;0.505500000144821
locks;4;1000000;0.509399999828020
builtin;5;1000000;0.571099999888247
critical;5;1000000;0.567300000057003
atomics;5;1000000;0.519599999734055
locks;5;1000000;0.519000000167580
builtin;6;1000000;0.486099999761791
critical;6;1000000;0.478099999781989
atomics;6;1000000;0.438000000031025
locks;6;1000000;0.438300000041636
builtin;7;1000000;0.445300000137649
critical;7;1000000;0.406099999963772
atomics;7;1000000;0.376599999981408
locks;7;1000000;0.387699999919278
builtin;8;1000000;0.371000000086497
critical;8;1000000;0.360400000317895
atomics;8;1000000;0.325500000144530
locks;8;1000000;0.326099999711005
builtin;9;1000000;0.535900000159018
critical;9;1000000;0.647100000151113
atomics;9;1000000;0.611100000242004
locks;9;1000000;0.632699999641773
builtin;10;1000000;0.665999999910127
critical;10;1000000;0.655400000141526
atomics;10;1000000;0.660700000025827
locks;10;1000000;0.680600000123377
builtin;11;1000000;0.578299999688170
critical;11;1000000;0.628499999947962
atomics;11;1000000;0.665499999740859
locks;11;1000000;0.655400000141526
builtin;12;1000000;0.648100000034901
critical;12;1000000;0.655700000152137
atomics;12;1000000;0.615400000242516
locks;12;1000000;0.780999999733467
builtin;13;1000000;0.624700000116718
critical;13;1000000;0.579100000322796
atomics;13;1000000;0.609499999882246
locks;13;1000000;0.558999999611842
builtin;14;1000000;0.491799999963405
critical;14;1000000;0.651800000014191
atomics;14;1000000;0.571000000036292
locks;14;1000000;0.698300000294694
builtin;15;1000000;0.587499999710417
critical;15;1000000;0.726700000086566
atomics;15;1000000;0.696099999913713
locks;15;1000000;0.828700000056415
builtin;2;100;0.216499999623920
critical;2;100;0.001200000042445
atomics;2;100;0.000699999873177
locks;2;100;0.001000000338536
builtin;3;100;0.034099999993487
critical;3;100;0.001299999894400
atomics;3;100;0.000999999883788
locks;3;100;0.000800000179879
builtin;4;100;0.028599999950529
critical;4;100;0.000999999883788
atomics;4;100;0.000800000179879
locks;4;100;0.001200000042445
builtin;5;100;0.028100000236009
critical;5;100;0.001200000042445
atomics;5;100;0.001299999894400
locks;5;100;0.001299999894400
builtin;6;100;0.027300000056130
critical;6;100;0.001399999746354
atomics;6;100;0.000900000031834
locks;6;100;0.001599999905011
builtin;7;100;0.026799999886862
critical;7;100;0.001299999894400
atomics;7;100;0.000999999883788
locks;7;100;0.001599999905011
builtin;8;100;0.025400000140507
critical;8;100;0.001899999915622
atomics;8;100;0.001100000190490
locks;8;100;0.001700000211713
builtin;9;100;1.546299999972689
critical;9;100;0.167000000146800
atomics;9;100;0.166499999977532
locks;9;100;0.166899999840098
builtin;10;100;0.197899999875517
critical;10;100;0.186699999630946
atomics;10;100;0.192800000149873
locks;10;100;0.187300000106916
builtin;11;100;0.223300000016025
critical;11;100;0.207000000045809
atomics;11;100;0.210100000003877
locks;11;100;0.206299999717885
builtin;12;100;0.248100000135310
critical;12;100;0.206500000331289
atomics;12;100;0.226600000132748
locks;12;100;0.227500000164582
builtin;13;100;0.274900000022171
critical;13;100;0.247500000114087
atomics;13;100;0.251299999945331
locks;13;100;0.251299999945331
builtin;14;100;0.298099999781698
critical;14;100;0.288300000192976
atomics;14;100;0.270999999884225
locks;14;100;0.277699999969627
builtin;15;100;0.320399999964138
critical;15;100;0.281199999790260
atomics;15;100;0.298700000257668
locks;15;100;0.290999999833730
builtin;2;10000;0.161099999786529
critical;2;10000;0.014599999758502
atomics;2;10000;0.010799999927258
locks;2;10000;0.010400000064692
builtin;3;10000;0.032999999802996
critical;3;10000;0.007399999958579
atomics;3;10000;0.007199999799923
locks;3;10000;0.007099999947968
builtin;4;10000;0.028699999802484
critical;4;10000;0.005700000201614
atomics;4;10000;0.005599999894912
locks;4;10000;0.005800000053569
builtin;5;10000;0.030499999866151
critical;5;10000;0.006400000074791
atomics;5;10000;0.005800000053569
locks;5;10000;0.005800000053569
builtin;6;10000;0.030300000162242
critical;6;10000;0.005800000053569
atomics;6;10000;0.005099999725644
locks;6;10000;0.005299999884301
builtin;7;10000;0.037099999644852
critical;7;10000;0.005200000032346
atomics;7;10000;0.004500000159169
locks;7;10000;0.004999999873689
builtin;8;10000;0.035600000046543
critical;8;10000;0.004699999863078
atomics;8;10000;0.004099999841856
locks;8;10000;0.004600000011123
builtin;9;10000;0.111600000309409
critical;9;10000;0.173800000084157
atomics;9;10000;0.171700000009878
locks;9;10000;0.170600000274135
builtin;10;10000;0.219199999719422
critical;10;10000;0.104500000361440
atomics;10;10000;0.189699999737059
locks;10;10000;0.188299999990704
builtin;11;10000;0.229400000080204
critical;11;10000;0.210299999707786
atomics;11;10000;0.215000000025611
locks;11;10000;0.211600000056933
builtin;12;10000;0.241000000187341
critical;12;10000;0.230999999985215
atomics;12;10000;0.230099999953381
locks;12;10000;0.230000000101427
builtin;13;10000;0.260499999967578
critical;13;10000;0.253199999860954
atomics;13;10000;0.251599999955943
locks;13;10000;0.249299999723007
builtin;14;10000;0.281900000118185
critical;14;10000;0.269600000137871
atomics;14;10000;0.266200000169192
locks;14;10000;0.254999999924621
builtin;15;10000;0.302699999792821
critical;15;10000;0.289000000066153
atomics;15;10000;0.291700000161654
locks;15;10000;0.289399999928719
builtin;2;1000000;1.033999999890511
critical;2;1000000;0.995999999759078
atomics;2;1000000;0.977299999703973
locks;2;1000000;0.993000000107713
builtin;3;1000000;0.605799999902956
critical;3;1000000;0.651400000151625
atomics;3;1000000;0.661499999750959
locks;3;1000000;0.650299999961135
builtin;4;1000000;0.456299999768817
critical;4;1000000;0.487700000121549
atomics;4;1000000;0.485999999909836
locks;4;1000000;0.486400000227150
builtin;5;1000000;0.555000000076689
critical;5;1000000;0.568200000088837
atomics;5;1000000;0.522699999692122
locks;5;1000000;0.518699999702221
builtin;6;1000000;0.463999999738007
critical;6;1000000;0.476700000035635
atomics;6;1000000;0.438200000189681
locks;6;1000000;0.437000000147236
builtin;7;1000000;0.416599999880418
critical;7;1000000;0.422699999944598
atomics;7;1000000;0.389899999845511
locks;7;1000000;0.390899999729299
builtin;8;1000000;0.817800000277202
critical;8;1000000;0.358099999630213
atomics;8;1000000;0.327899999774672
locks;8;1000000;0.334500000008120
builtin;9;1000000;0.570900000184338
critical;9;1000000;0.790400000369118
atomics;9;1000000;0.717099999747006
locks;9;1000000;0.769899999795598
builtin;10;1000000;0.714100000095641
critical;10;1000000;0.749299999824871
atomics;10;1000000;0.734899999770278
locks;10;1000000;0.739199999770790
builtin;11;1000000;0.674299999900541
critical;11;1000000;0.696799999786890
atomics;11;1000000;0.769100000070466
locks;11;1000000;0.658899999962159
builtin;12;1000000;0.730799999928422
critical;12;1000000;0.775599999997212
atomics;12;1000000;0.679199999922275
locks;12;1000000;0.649500000236003
builtin;13;1000000;0.724800000170944
critical;13;1000000;0.721599999906175
atomics;13;1000000;0.689899999997579
locks;13;1000000;0.669699999889417
builtin;14;1000000;0.686200000018289
critical;14;1000000;0.791100000242295
atomics;14;1000000;0.755699999899662
locks;14;1000000;0.698599999850558
builtin;15;1000000;0.868800000262127
critical;15;1000000;0.808199999937642
atomics;15;1000000;0.864699999965524
locks;15;1000000;0.852699999995821
builtin;2;100;0.160900000082620
critical;2;100;0.005200000032346
atomics;2;100;0.002199999926233
locks;2;100;0.000999999883788
builtin;3;100;0.149500000134140
critical;3;100;0.001000000338536
atomics;3;100;0.000699999873177
locks;3;100;0.000900000031834
builtin;4;100;0.024500000108674
critical;4;100;0.001099999735743
atomics;4;100;0.000800000179879
locks;4;100;0.001000000338536
builtin;5;100;0.027999999929307
critical;5;100;0.001100000190490
atomics;5;100;0.000900000031834
locks;5;100;0.000999999883788
builtin;6;100;0.024999999823194
critical;6;100;0.001300000349147
atomics;6;100;0.000800000179879
locks;6;100;0.001299999894400
builtin;7;100;0.032800000099087
critical;7;100;0.001400000201102
atomics;7;100;0.000900000031834
locks;7;100;0.001800000063668
builtin;8;100;1.192299999729585
critical;8;100;0.002100000074279
atomics;8;100;0.001100000190490
locks;8;100;0.001599999905011
builtin;9;100;0.097900000127993
critical;9;100;0.176200000169047
atomics;9;100;0.167700000019977
locks;9;100;0.167200000305456
builtin;10;100;0.217700000121113
critical;10;100;0.188800000159972
atomics;10;100;0.185800000053860
locks;10;100;0.188600000001315
builtin;11;100;0.233500000376807
critical;11;100;0.205299999834097
atomics;11;100;0.206100000013976
locks;11;100;0.205600000299455
builtin;12;100;0.253100000008999
critical;12;100;0.224899999921035
atomics;12;100;0.225799999952869
locks;12;100;0.226000000111526
builtin;13;100;0.273399999969115
critical;13;100;0.246599999627506
atomics;13;100;0.246299999616895
locks;13;100;0.245599999743717
builtin;14;100;0.296000000162167
critical;14;100;0.276399999620480
atomics;14;100;0.264999999672000
locks;14;100;0.271499999598745
builtin;15;100;0.332399999933841
critical;15;100;0.154700000166486
atomics;15;100;0.288300000192976
locks;15;100;0.301999999919644
builtin;2;10000;0.162599999839586
critical;2;10000;0.012200000128360
atomics;2;10000;0.011699999959092
locks;2;10000;0.010499999916647
builtin;3;10000;0.032999999802996
critical;3;10000;0.007200000254670
atomics;3;10000;0.007300000106625
locks;3;10000;0.007199999799923
builtin;4;10000;0.029099999665050
critical;4;10000;0.005699999746867
atomics;4;10000;0.005600000349659
locks;4;10000;0.005800000053569
builtin;5;10000;0.030400000014197
critical;5;10000;0.006400000074791
atomics;5;10000;0.005699999746867
locks;5;10000;0.005899999905523
builtin;6;10000;0.030299999707495
critical;6;10000;0.005800000053569
atomics;6;10000;0.004999999873689
locks;6;10000;0.005400000191003
builtin;7;10000;0.033999999686785
critical;7;10000;0.005099999725644
atomics;7;10000;0.004499999704421
locks;7;10000;0.004999999873689
builtin;8;10000;0.033899999834830
critical;8;10000;0.004600000011123
atomics;8;10000;0.004200000148558
locks;8;10000;0.004500000159169
builtin;9;10000;1.432399999885092
critical;9;10000;0.174199999946723
atomics;9;10000;0.185399999736546
locks;9;10000;0.171700000009878
builtin;10;10000;0.231399999847781
critical;10;10000;0.199099999917962
atomics;10;10000;0.191900000118039
locks;10;10000;0.195000000076107
builtin;11;10000;0.240500000018073
critical;11;10000;0.114800000119430
atomics;11;10000;0.231900000017049
locks;11;10000;0.210700000025099
builtin;12;10000;0.254200000199489
critical;12;10000;0.229400000080204
atomics;12;10000;0.227700000323239
locks;12;10000;0.232400000186317
builtin;13;10000;0.267800000074203
critical;13;10000;0.245499999891763
atomics;13;10000;0.246400000378344
locks;13;10000;0.248400000145921
builtin;14;10000;0.285600000097475
critical;14;10000;0.266800000190415
atomics;14;10000;0.267800000074203
locks;14;10000;0.268399999640678
builtin;15;10000;0.318300000344607
critical;15;10000;0.153499999669293
atomics;15;10000;0.286400000277354
locks;15;10000;0.285199999780161
builtin;2;1000000;1.032600000144157
critical;2;1000000;1.004099999590835
atomics;2;1000000;0.991600000361359
locks;2;1000000;0.982900000053633
builtin;3;1000000;0.618099999883270
critical;3;1000000;0.655800000004092
atomics;3;1000000;0.678599999901053
locks;3;1000000;0.701200000094104
builtin;4;1000000;0.457400000414054
critical;4;1000000;0.504099999943719
atomics;4;1000000;0.488799999857292
locks;4;1000000;0.525700000252982
builtin;5;1000000;0.567099999898346
critical;5;1000000;0.577599999814993
atomics;5;1000000;0.520500000220636
locks;5;1000000;0.539900000148918
builtin;6;1000000;0.469300000077055
critical;6;1000000;0.483899999835558
atomics;6;1000000;0.443100000211416
locks;6;1000000;0.466599999981554
builtin;7;1000000;0.459900000350899
critical;7;1000000;0.413000000207830
atomics;7;1000000;0.376599999981408
locks;7;1000000;0.374799999917741
builtin;8;1000000;0.379699999939476
critical;8;1000000;0.357800000074349
atomics;8;1000000;0.338400000146066
locks;8;1000000;0.340399999913643
builtin;9;1000000;0.530900000285328
critical;9;1000000;0.776800000039657
atomics;9;1000000;0.812799999948766
locks;9;1000000;0.613100000009581
builtin;10;1000000;0.729299999875366
critical;10;1000000;0.731499999801599
atomics;10;1000000;0.843699999677483
locks;10;1000000;0.767300000006799
builtin;11;1000000;0.637499999811553
critical;11;1000000;0.743999999940570
atomics;11;1000000;0.912800000151037
locks;11;1000000;0.745100000131060
builtin;12;1000000;0.736999999844556
critical;12;1000000;0.659899999845948
atomics;12;1000000;0.673799999731273
locks;12;1000000;0.651800000014191
builtin;13;1000000;0.616000000263739
critical;13;1000000;0.738499999897613
atomics;13;1000000;0.714000000243686
locks;13;1000000;0.675700000101642
builtin;14;1000000;0.660300000163261
critical;14;1000000;0.610500000220782
atomics;14;1000000;0.587999999879685
locks;14;1000000;0.552200000129233
builtin;15;1000000;0.750799999877927
critical;15;1000000;0.595099999827653
atomics;15;1000000;0.701199999639357
locks;15;1000000;0.677600000017264
builtin;2;100;0.243200000113575
critical;2;100;0.001200000042445
atomics;2;100;0.000699999873177
locks;2;100;0.000900000031834
builtin;3;100;0.060899999880348
critical;3;100;0.001100000190490
atomics;3;100;0.000699999873177
locks;3;100;0.000900000031834
builtin;4;100;0.026199999865639
critical;4;100;0.001100000190490
atomics;4;100;0.000900000031834
locks;4;100;0.000999999883788
builtin;5;100;0.026600000182952
critical;5;100;0.001200000042445
atomics;5;100;0.000800000179879
locks;5;100;0.001299999894400
builtin;6;100;0.027000000045518
critical;6;100;0.001400000201102
atomics;6;100;0.000800000179879
locks;6;100;0.001299999894400
builtin;7;100;0.024899999971240
critical;7;100;0.001500000053056
atomics;7;100;0.000999999883788
locks;7;100;0.001400000201102
builtin;8;100;0.031099999887374
critical;8;100;0.001800000063668
atomics;8;100;0.000999999883788
locks;8;100;0.001900000370370
builtin;9;100;0.115000000278087
critical;9;100;0.173299999914889
atomics;9;100;0.169700000242301
locks;9;100;0.172099999872444
builtin;10;100;0.212699999792676
critical;10;100;0.181400000201393
atomics;10;100;0.188799999705225
locks;10;100;0.188500000149361
builtin;11;100;0.237199999901350
critical;11;100;0.112700000045152
atomics;11;100;0.212800000099378
locks;11;100;0.207300000056421
builtin;12;100;0.244299999849318
critical;12;100;0.229100000069593
atomics;12;100;0.230699999974604
locks;12;100;0.227999999879103
builtin;13;100;0.272799999947893
critical;13;100;0.250099999902886
atomics;13;100;0.251899999966554
locks;13;100;0.248400000145921
builtin;14;100;0.289899999643239
critical;14;100;0.266099999862490
atomics;14;100;0.267899999926158
locks;14;100;0.266300000021147
builtin;15;100;0.303499999972701
critical;15;100;0.293899999633140
atomics;15;100;0.283299999864539
locks;15;100;0.285399999938818
builtin;2;10000;0.171000000136701
critical;2;10000;0.012199999673612
atomics;2;10000;0.010299999757990
locks;2;10000;0.010400000064692
builtin;3;10000;0.031500000204687
critical;3;10000;0.007399999958579
atomics;3;10000;0.007099999947968
locks;3;10000;0.007199999799923
builtin;4;10000;0.030100000003586
critical;4;10000;0.005800000053569
atomics;4;10000;0.005600000349659
locks;4;10000;0.005800000053569
builtin;5;10000;0.031399999897985
critical;5;10000;0.006300000222836
atomics;5;10000;0.005800000053569
locks;5;10000;0.005800000053569
builtin;6;10000;0.034400000004098
critical;6;10000;0.005599999894912
atomics;6;10000;0.005100000180391
locks;6;10000;0.005299999884301
builtin;7;10000;0.034599999708007
critical;7;10000;0.005200000032346
atomics;7;10000;0.004600000011123
locks;7;10000;0.005100000180391
builtin;8;10000;0.032899999951042
critical;8;10000;0.004499999704421
atomics;8;10000;0.003999999989901
locks;8;10000;0.004699999863078
builtin;9;10000;1.546500000131346
critical;9;10000;0.169299999924988
atomics;9;10000;0.170900000284746
locks;9;10000;0.173599999925500
builtin;10;10000;0.219399999878078
critical;10;10000;0.191899999663292
atomics;10;10000;0.198599999748694
locks;10;10000;0.190400000064983
builtin;11;10000;0.218300000142335
critical;11;10000;0.206300000172632
atomics;11;10000;0.198500000351487
locks;11;10000;0.207699999918987
builtin;12;10000;0.239800000144896
critical;12;10000;0.235099999827071
atomics;12;10000;0.233700000080717
locks;12;10000;0.234099999943282
builtin;13;10000;0.276900000244495
critical;13;10000;0.250600000072154
atomics;13;10000;0.249199999871053
locks;13;10000;0.253300000167656
builtin;14;10000;0.297999999929743
critical;14;10000;0.268600000254082
atomics;14;10000;0.269699999989825
locks;14;10000;0.145499999689491
builtin;15;10000;0.300100000004022
critical;15;10000;0.288499999896885
atomics;15;10000;0.285300000086863
locks;15;10000;0.289699999939330
builtin;2;1000000;1.026500000079977
critical;2;1000000;0.998699999854580
atomics;2;1000000;0.979500000084954
locks;2;1000000;0.980900000286056
builtin;3;1000000;0.608800000009069
critical;3;1000000;0.651100000141014
atomics;3;1000000;0.648600000204169
locks;3;1000000;0.649799999791867
builtin;4;1000000;0.454700000318553
critical;4;1000000;0.498800000059418
atomics;4;1000000;0.493699999879027
locks;4;1000000;0.486600000385806
builtin;5;1000000;0.683600000229490
critical;5;1000000;0.679400000080932
atomics;5;1000000;0.614500000210683
locks;5;1000000;0.614000000041415
builtin;6;1000000;0.550899999780086
critical;6;1000000;0.555000000076689
atomics;6;1000000;0.511400000050344
locks;6;1000000;0.515100000029634
builtin;7;1000000;0.484400000004825
critical;7;1000000;0.475600000299892
atomics;7;1000000;0.437899999724323
locks;7;1000000;0.438900000062858
builtin;8;1000000;0.422299999627285
critical;8;1000000;0.417899999774818
atomics;8;1000000;0.384800000119867
locks;8;1000000;0.383499999770720
builtin;9;1000000;0.554100000044855
critical;9;1000000;0.835900000311085
atomics;9;1000000;0.752299999930983
locks;9;1000000;0.792799999999261
builtin;10;1000000;0.801000000137719
critical;10;1000000;0.738700000056269
atomics;10;1000000;0.763099999858241
locks;10;1000000;0.736100000267470
builtin;11;1000000;0.689899999997579
critical;11;1000000;0.732200000129524
atomics;11;1000000;0.713599999926373
locks;11;1000000;0.734499999907712
builtin;12;1000000;0.875300000188872
critical;12;1000000;0.687299999754032
atomics;12;1000000;0.845200000185287
locks;12;1000000;0.781799999913346
builtin;13;1000000;0.662500000089494
critical;13;1000000;0.767799999721319
atomics;13;1000000;0.796700000137207
locks;13;1000000;0.735399999939546
builtin;14;1000000;0.745599999845581
critical;14;1000000;0.712300000031973
atomics;14;1000000;0.553800000034244
locks;14;1000000;0.687499999912689
builtin;15;1000000;0.644499999907566
critical;15;1000000;0.696599999628233
atomics;15;1000000;0.813899999684509
locks;15;1000000;0.714999999672727
builtin;2;100;0.230199999805336
critical;2;100;0.003300000116724
atomics;2;100;0.001099999735743
locks;2;100;0.000999999883788
builtin;3;100;0.038200000290090
critical;3;100;0.001399999746354
atomics;3;100;0.000699999873177
locks;3;100;0.000799999725132
builtin;4;100;0.030100000003586
critical;4;100;0.001200000042445
atomics;4;100;0.000699999873177
locks;4;100;0.001100000190490
builtin;5;100;0.028799999654439
critical;5;100;0.001299999894400
atomics;5;100;0.000799999725132
locks;5;100;0.001100000190490
builtin;6;100;0.025499999992462
critical;6;100;0.001400000201102
atomics;6;100;0.000799999725132
locks;6;100;0.001399999746354
builtin;7;100;0.043600000026345
critical;7;100;0.001699999756966
atomics;7;100;0.001100000190490
locks;7;100;0.001799999608920
builtin;8;100;0.027399999908084
critical;8;100;0.001699999756966
atomics;8;100;0.001100000190490
locks;8;100;0.001800000063668
builtin;9;100;0.116700000035053
critical;9;100;0.175799999851733
atomics;9;100;0.181500000053347
locks;9;100;0.172900000052323
builtin;10;100;0.219300000026124
critical;10;100;0.201500000002852
atomics;10;100;0.191699999959383
locks;10;100;0.189299999874493
builtin;11;100;0.235400000292429
critical;11;100;0.112000000171975
atomics;11;100;0.217899999825022
locks;11;100;0.210799999877054
builtin;12;100;0.241199999891251
critical;12;100;0.240800000028685
atomics;12;100;0.230699999974604
locks;12;100;0.231200000143872
builtin;13;100;0.262600000041857
critical;13;100;0.254999999924621
atomics;13;100;0.253499999871565
locks;13;100;0.277200000255107
builtin;14;100;0.293300000066665
critical;14;100;0.272899999799847
atomics;14;100;0.272700000095938
locks;14;100;0.273199999810458
builtin;15;100;0.321399999847927
critical;15;100;0.156199999764794
atomics;15;100;0.289900000097987
locks;15;100;0.290699999823119
builtin;2;10000;0.170199999956822
critical;2;10000;0.010700000075303
atomics;2;10000;0.010499999916647
locks;2;10000;0.010300000212737
builtin;3;10000;0.032899999951042
critical;3;10000;0.007399999958579
atomics;3;10000;0.007099999947968
locks;3;10000;0.007199999799923
builtin;4;10000;0.029299999823706
critical;4;10000;0.005699999746867
atomics;4;10000;0.005600000349659
locks;4;10000;0.005800000053569
builtin;5;10000;0.031399999897985
critical;5;10000;0.006299999768089
atomics;5;10000;0.005699999746867
locks;5;10000;0.005899999905523
builtin;6;10000;0.029799999992974
critical;6;10000;0.005599999894912
atomics;6;10000;0.005000000328437
locks;6;10000;0.005300000339048
builtin;7;10000;0.038700000004610
critical;7;10000;0.005000000328437
atomics;7;10000;0.004600000011123
locks;7;10000;0.005200000032346
builtin;8;10000;0.041700000110723
critical;8;10000;0.004800000169780
atomics;8;10000;0.004200000148558
locks;8;10000;0.004500000159169
builtin;9;10000;0.094000000444794
critical;9;10000;0.170899999829999
atomics;9;10000;0.168000000030588
locks;9;10000;0.181200000042736
builtin;10;10000;0.218600000152946
critical;10;10000;0.192500000139262
atomics;10;10000;0.190300000213028
locks;10;10000;0.104299999748036
builtin;11;10000;0.223399999867979
critical;11;10000;0.207000000045809
atomics;11;10000;0.207100000352511
locks;11;10000;0.208699999802775
builtin;12;10000;0.247599999966042
critical;12;10000;0.227800000175193
atomics;12;10000;0.227999999879103
locks;12;10000;0.228100000185805
builtin;13;10000;0.261099999988801
critical;13;10000;0.246300000071642
atomics;13;10000;0.248999999712396
locks;13;10000;0.247200000103476
builtin;14;10000;0.306200000068202
critical;14;10000;0.278800000160118
atomics;14;10000;0.274200000148994
locks;14;10000;0.273999999990338
builtin;15;10000;0.320600000122795
critical;15;10000;0.155100000029051
atomics;15;10000;0.288900000214198
locks;15;10000;0.292100000024220
builtin;2;1000000;1.023400000121910
critical;2;1000000;0.996799999938958
atomics;2;1000000;1.005000000077416
locks;2;1000000;1.222299999881216
builtin;3;1000000;0.789199999871926
critical;3;1000000;0.789599999734492
atomics;3;1000000;0.786800000241783
locks;3;1000000;0.783000000410539
builtin;4;1000000;0.581199999942328
critical;4;1000000;0.610600000072736
atomics;4;1000000;0.589799999943352
locks;4;1000000;0.589499999932741
builtin;5;1000000;0.483100000110426
critical;5;1000000;0.488000000132160
atomics;5;1000000;0.479799999993702
locks;5;1000000;0.469500000235712
builtin;6;1000000;0.472499999887077
critical;6;1000000;0.472100000024511
atomics;6;1000000;0.440900000285183
locks;6;1000000;0.467599999865342
builtin;7;1000000;0.433100000009290
critical;7;1000000;0.409499999932450
atomics;7;1000000;0.378199999886419
locks;7;1000000;0.374800000372488
builtin;8;1000000;0.381500000003143
critical;8;1000000;0.357599999915692
atomics;8;1000000;0.328099999933329
locks;8;1000000;0.329400000282476
builtin;9;1000000;0.510099999701197
critical;9;1000000;0.657000000046537
atomics;9;1000000;0.693899999987480
locks;9;1000000;0.839400000131718
builtin;10;1000000;0.689200000124401
critical;10;1000000;0.678599999901053
atomics;10;1000000;0.663599999825237
locks;10;1000000;0.707800000327552
builtin;11;1000000;0.709700000243174
critical;11;1000000;0.791200000094250
atomics;11;1000000;0.839899999846239
locks;11;1000000;0.717700000222976
builtin;12;1000000;0.626199999715027
critical;12;1000000;0.793500000327185
atomics;12;1000000;0.631399999747373
locks;12;1000000;0.620299999809504
builtin;13;1000000;0.737500000013824
critical;13;1000000;0.860399999965011
atomics;13;1000000;0.623500000074273
locks;13;1000000;0.667899999825750
builtin;14;1000000;0.924899999972695
critical;14;1000000;0.689299999976356
atomics;14;1000000;0.673399999868707
locks;14;1000000;0.660400000015215
builtin;15;1000000;0.757900000280642
critical;15;1000000;0.791600000411563
atomics;15;1000000;0.648100000034901
locks;15;1000000;0.690400000166846
builtin;2;100;0.246600000082253
critical;2;100;0.002400000084890
atomics;2;100;0.000699999873177
locks;2;100;0.000800000179879
builtin;3;100;0.035799999750452
critical;3;100;0.001200000042445
atomics;3;100;0.000700000327924
locks;3;100;0.000900000031834
builtin;4;100;0.032800000099087
critical;4;100;0.001099999735743
atomics;4;100;0.000700000327924
locks;4;100;0.000999999883788
