num_threads;method;n_rows;n_cols;elapsed_time
12;reduction;100;100;0.00999999997475242708
13;critical_section;100;100;0.01010000005408073775
13;reduction;100;100;0.00990000012279779185
14;critical_section;100;100;0.01019999990603537299
14;reduction;100;100;0.01010000005408073775
15;critical_section;100;100;0.01029999998536368366
15;reduction;100;100;0.01010000005408073775
16;critical_section;100;100;0.01010000005408073775
16;reduction;100;100;0.00990000012279779185
17;critical_section;100;100;0.00999999997475242708
17;reduction;100;100;0.01010000005408073775
18;critical_section;100;100;0.01039999983731831890
18;reduction;100;100;0.01000000020212610252
19;critical_section;100;100;0.01019999990603537299
19;reduction;100;100;0.00999999997475242708
20;critical_section;100;100;0.01010000005408073775
20;reduction;100;100;0.01010000005408073775
21;critical_section;100;100;0.01029999998536368366
21;reduction;100;100;0.02079999990201031324
22;critical_section;100;100;0.01070000007530325092
22;reduction;100;100;0.00999999997475242708
23;critical_section;100;100;0.01010000005408073775
23;reduction;100;100;0.00999999997475242708
24;critical_section;100;100;0.01049999991664662957
24;reduction;100;100;0.01009999982670706231
25;critical_section;100;100;0.00999999997475242708
25;reduction;100;100;0.01359999987471383065
26;critical_section;100;100;0.01029999998536368366
26;reduction;100;100;0.00989999989542411640
27;critical_section;100;100;0.01019999990603537299
27;reduction;100;100;0.00999999997475242708
28;critical_section;100;100;0.01019999990603537299
28;reduction;100;100;0.01009999982670706231
29;critical_section;100;100;0.01339999994343088474
29;reduction;100;100;0.00990000012279779185
30;critical_section;100;100;0.01019999990603537299
30;reduction;100;100;0.00999999997475242708
31;critical_section;100;100;0.01019999990603537299
31;reduction;100;100;0.00999999997475242708
32;critical_section;100;100;0.01010000005408073775
32;reduction;100;100;0.00999999997475242708
1;single;1000;1000;4.02409999992414668668
2;critical_section;1000;1000;0.96000000007734342944
2;reduction;1000;1000;0.88260000006812333595
3;critical_section;1000;1000;0.88949999985743488651
3;reduction;1000;1000;0.87660000008327187970
4;critical_section;1000;1000;0.87989999997262202669
4;reduction;1000;1000;0.88909999999486899469
5;critical_section;1000;1000;0.88320000008934584912
5;reduction;1000;1000;0.88269999992007797118
6;critical_section;1000;1000;0.88909999999486899469
6;reduction;1000;1000;0.87669999993522651494
7;critical_section;1000;1000;0.96430000007785565685
7;reduction;1000;1000;0.88060000007317285053
8;critical_section;1000;1000;0.88049999999384453986
8;reduction;1000;1000;0.87660000008327187970
9;critical_section;1000;1000;0.87980000012066739146
9;reduction;1000;1000;3.30389999999169958755
10;critical_section;1000;1000;3.06079999995745311026
10;reduction;1000;1000;4.21469999992041266523
11;critical_section;1000;1000;3.13820000019404687919
11;reduction;1000;1000;4.41729999988638155628
12;critical_section;1000;1000;3.36229999993520323187
12;reduction;1000;1000;1.86080000003130408004
13;critical_section;1000;1000;5.88890000017272541299
13;reduction;1000;1000;3.74299999998584098648
14;critical_section;1000;1000;1.99169999996229307726
14;reduction;1000;1000;2.51909999997224076651
15;critical_section;1000;1000;3.21409999992283701431
15;reduction;1000;1000;1.12970000009227078408
16;critical_section;1000;1000;0.89020000018535938580
16;reduction;1000;1000;1.03730000000723521225
17;critical_section;1000;1000;0.93010000000504078344
17;reduction;1000;1000;0.97729999993134697434
18;critical_section;1000;1000;1.14020000000891741365
18;reduction;1000;1000;0.89630000002216547728
19;critical_section;1000;1000;5.14050000015231489670
19;reduction;1000;1000;1.41919999987294431776
20;critical_section;1000;1000;1.03310000008605129551
20;reduction;1000;1000;1.15460000006351037882
21;critical_section;1000;1000;1.03020000005926704034
21;reduction;1000;1000;0.89109999998981948011
22;critical_section;1000;1000;0.88760000016918638721
22;reduction;1000;1000;0.88819999996303522494
23;critical_section;1000;1000;0.88479999999435676727
23;reduction;1000;1000;1.26560000012432283256
24;critical_section;1000;1000;1.02300000003197055776
24;reduction;1000;1000;0.88139999979830463417
25;critical_section;1000;1000;0.91079999992871307768
25;reduction;1000;1000;1.01680000011583615560
26;critical_section;1000;1000;1.04860000010376097634
26;reduction;1000;1000;1.07309999998506100383
27;critical_section;1000;1000;1.07289999982640438247
27;reduction;1000;1000;0.87749999988773197401
28;critical_section;1000;1000;0.92979999999442952685
28;reduction;1000;1000;2.20659999990857613739
29;critical_section;1000;1000;3.00289999995584366843
29;reduction;1000;1000;0.89670000011210504454
30;critical_section;1000;1000;1.04440000018257705960
30;reduction;1000;1000;0.88169999980891589075
31;critical_section;1000;1000;1.38049999986833427101
31;reduction;1000;1000;0.90040000009139475878
32;critical_section;1000;1000;0.95699999997123086359
32;reduction;1000;1000;0.88789999995242396835
1;single;10;10;0.00100000011116208043
2;critical_section;10;10;0.00139999997372797225
2;reduction;10;10;0.00120000004244502634
3;critical_section;10;10;0.00150000005305628292
3;reduction;10;10;0.00139999997372797225
4;critical_section;10;10;0.00140000020110164769
4;reduction;10;10;0.00120000004244502634
5;critical_section;10;10;0.00150000005305628292
5;reduction;10;10;0.00130000012177333701
6;critical_section;10;10;0.00150000005305628292
6;reduction;10;10;0.00099999988378840499
7;critical_section;10;10;0.00130000012177333701
7;reduction;10;10;0.00120000004244502634
8;critical_section;10;10;0.00150000005305628292
8;reduction;10;10;0.00109999996311671566
9;critical_section;10;10;0.00130000012177333701
9;reduction;10;10;0.00120000004244502634
10;critical_section;10;10;0.00139999997372797225
10;reduction;10;10;0.00109999996311671566
11;critical_section;10;10;0.00150000005305628292
11;reduction;10;10;0.00109999996311671566
12;critical_section;10;10;0.00139999997372797225
12;reduction;10;10;0.00129999989439966157
13;critical_section;10;10;0.00139999997372797225
13;reduction;10;10;0.00120000004244502634
14;critical_section;10;10;0.00139999997372797225
14;reduction;10;10;0.00109999996311671566
15;critical_section;10;10;0.00119999981507135089
15;reduction;10;10;0.00099999988378840499
16;critical_section;10;10;0.00129999989439966157
16;reduction;10;10;0.00110000019049039111
17;critical_section;10;10;0.00130000012177333701
17;reduction;10;10;0.00100000011116208043
18;critical_section;10;10;0.00129999989439966157
18;reduction;10;10;0.00109999996311671566
19;critical_section;10;10;0.00139999997372797225
19;reduction;10;10;0.00119999981507135089
20;critical_section;10;10;0.00119999981507135089
20;reduction;10;10;0.00119999981507135089
21;critical_section;10;10;0.00139999997372797225
21;reduction;10;10;0.00120000004244502634
22;critical_section;10;10;0.00109999996311671566
22;reduction;10;10;0.00120000004244502634
23;critical_section;10;10;0.00129999989439966157
23;reduction;10;10;0.00120000004244502634
24;critical_section;10;10;0.00140000020110164769
24;reduction;10;10;0.00109999996311671566
25;critical_section;10;10;0.00150000005305628292
25;reduction;10;10;0.00120000004244502634
26;critical_section;10;10;0.00130000012177333701
26;reduction;10;10;0.00109999996311671566
27;critical_section;10;10;0.00129999989439966157
27;reduction;10;10;0.00120000004244502634
28;critical_section;10;10;0.00109999996311671566
28;reduction;10;10;0.00120000004244502634
29;critical_section;10;10;0.00129999989439966157
29;reduction;10;10;0.00109999996311671566
30;critical_section;10;10;0.00139999997372797225
30;reduction;10;10;0.00109999996311671566
31;critical_section;10;10;0.00149999982568260748
31;reduction;10;10;0.00109999996311671566
32;critical_section;10;10;0.00139999997372797225
32;reduction;10;10;0.00109999996311671566
1;single;100;100;0.05489999989549687598
2;critical_section;100;100;0.01040000006469199434
2;reduction;100;100;0.01029999998536368366
3;critical_section;100;100;0.01019999990603537299
3;reduction;100;100;0.01029999998536368366
4;critical_section;100;100;0.01010000005408073775
4;reduction;100;100;0.01010000005408073775
5;critical_section;100;100;0.00999999997475242708
5;reduction;100;100;0.01010000005408073775
6;critical_section;100;100;0.01020000013340904843
6;reduction;100;100;0.01010000005408073775
7;critical_section;100;100;0.01009999982670706231
7;reduction;100;100;0.01009999982670706231
8;critical_section;100;100;0.00999999997475242708
8;reduction;100;100;0.01010000005408073775
9;critical_section;100;100;0.01009999982670706231
9;reduction;100;100;0.00999999997475242708
10;critical_section;100;100;0.00999999997475242708
10;reduction;100;100;0.01020000013340904843
11;critical_section;100;100;0.00999999997475242708
11;reduction;100;100;0.01020000013340904843
12;critical_section;100;100;0.00999999997475242708
12;reduction;100;100;0.01020000013340904843
13;critical_section;100;100;0.01010000005408073775
13;reduction;100;100;0.01010000005408073775
14;critical_section;100;100;0.01010000005408073775
14;reduction;100;100;0.01010000005408073775
15;critical_section;100;100;0.01009999982670706231
15;reduction;100;100;0.01019999990603537299
16;critical_section;100;100;0.01009999982670706231
16;reduction;100;100;0.01010000005408073775
17;critical_section;100;100;0.00999999997475242708
17;reduction;100;100;0.01010000005408073775
18;critical_section;100;100;0.00999999997475242708
18;reduction;100;100;0.01010000005408073775
19;critical_section;100;100;0.01010000005408073775
19;reduction;100;100;0.01010000005408073775
20;critical_section;100;100;0.01010000005408073775
20;reduction;100;100;0.01019999990603537299
21;critical_section;100;100;1.51990000017576676328
21;reduction;100;100;1.51649999997971463017
22;critical_section;100;100;0.01120000001719745342
22;reduction;100;100;0.01039999983731831890
23;critical_section;100;100;0.01029999998536368366
23;reduction;100;100;0.01009999982670706231
24;critical_section;100;100;0.01020000013340904843
24;reduction;100;100;0.01010000005408073775
25;critical_section;100;100;0.01420000012331001926
25;reduction;100;100;0.01010000005408073775
26;critical_section;100;100;0.01010000005408073775
26;reduction;100;100;0.01550000001770968083
27;critical_section;100;100;0.01009999982670706231
27;reduction;100;100;0.01020000013340904843
28;critical_section;100;100;0.00999999997475242708
28;reduction;100;100;0.01010000005408073775
29;critical_section;100;100;0.01020000013340904843
29;reduction;100;100;0.01010000005408073775
30;critical_section;100;100;0.00999999997475242708
30;reduction;100;100;0.00999999997475242708
31;critical_section;100;100;0.01010000005408073775
31;reduction;100;100;0.00999999997475242708
32;critical_section;100;100;0.01010000005408073775
32;reduction;100;100;0.01010000005408073775
1;single;1000;1000;4.08210000000508443918
2;critical_section;1000;1000;0.96600000006219488569
2;reduction;1000;1000;0.88870000013230310287
3;critical_section;1000;1000;0.88850000020102015696
3;reduction;1000;1000;0.88760000016918638721
4;critical_section;1000;1000;0.89230000003226450644
4;reduction;1000;1000;0.89030000003731402103
5;critical_section;1000;1000;0.99999999997635313775
5;reduction;1000;1000;0.88200000004690082278
6;critical_section;1000;1000;1.13050000004477624316
6;reduction;1000;1000;0.88390000018989667296
7;critical_section;1000;1000;0.88479999999435676727
7;reduction;1000;1000;0.88830000004236353561
8;critical_section;1000;1000;0.88460000006307382137
8;reduction;1000;1000;0.88759999994181271177
9;critical_section;1000;1000;0.88740000001052976586
9;reduction;1000;1000;0.89350000007470953278
10;critical_section;1000;1000;1.25690000004397006705
10;reduction;1000;1000;1.51830000004338216968
11;critical_section;1000;1000;0.88320000008934584912
11;reduction;1000;1000;0.89269999989483039826
12;critical_section;1000;1000;0.88789999995242396835
12;reduction;1000;1000;0.88430000005246256478
13;critical_section;1000;1000;0.89979999984279857017
13;reduction;1000;1000;0.88359999995191174094
14;critical_section;1000;1000;0.88729999993120145518
14;reduction;1000;1000;0.90000000000145519152
15;critical_section;1000;1000;1.37850000010075746104
15;reduction;1000;1000;0.89329999991605291143
16;critical_section;1000;1000;0.89189999994232493918
16;reduction;1000;1000;0.88579999987814517226
17;critical_section;1000;1000;0.88819999996303522494
17;reduction;1000;1000;0.89049999996859696694
18;critical_section;1000;1000;0.87580000013076642063
18;reduction;1000;1000;1.20440000000598956831
19;critical_section;1000;1000;0.88919999984682362992
19;reduction;1000;1000;0.89060000004792527761
20;critical_section;1000;1000;0.89520000005904876161
20;reduction;1000;1000;0.99080000018147984520
21;critical_section;1000;1000;0.88839999989431817085
21;reduction;1000;1000;0.89040000011664233170
22;critical_section;1000;1000;0.87610000014137767721
22;reduction;1000;1000;0.88849999997364648152
23;critical_section;1000;1000;0.89000000002670276444
23;reduction;1000;1000;0.91840000004594912753
24;critical_section;1000;1000;1.44569999997656850610
24;reduction;1000;1000;1.35799999998198472895
25;critical_section;1000;1000;0.89210000010098156054
25;reduction;1000;1000;0.99639999984901805874
26;critical_section;1000;1000;1.42219999997905688360
26;reduction;1000;1000;4.06270000007680209819
27;critical_section;1000;1000;0.93199999992066295817
27;reduction;1000;1000;0.88860000005297479220
28;critical_section;1000;1000;0.90199999999640567694
28;reduction;1000;1000;0.88890000006358604878
29;critical_section;1000;1000;0.99330000011832453310
29;reduction;1000;1000;0.88789999995242396835
30;critical_section;1000;1000;0.95769999984440801200
30;reduction;1000;1000;0.88860000005297479220
31;critical_section;1000;1000;0.89109999998981948011
31;reduction;1000;1000;1.32189999999354768079
32;critical_section;1000;1000;0.88559999994686222635
32;reduction;1000;1000;1.79789999992863158695
1;single;10;10;0.00110000019049039111
2;critical_section;10;10;0.00220000015360710677
2;reduction;10;10;0.00109999996311671566
3;critical_section;10;10;0.00130000012177333701
3;reduction;10;10;0.00109999996311671566
4;critical_section;10;10;0.00130000012177333701
4;reduction;10;10;0.00120000004244502634
5;critical_section;10;10;0.00139999997372797225
5;reduction;10;10;0.00109999996311671566
6;critical_section;10;10;0.00120000004244502634
6;reduction;10;10;0.00120000004244502634
7;critical_section;10;10;0.00129999989439966157
7;reduction;10;10;0.00100000011116208043
8;critical_section;10;10;0.00130000012177333701
8;reduction;10;10;0.00109999996311671566
9;critical_section;10;10;0.00129999989439966157
9;reduction;10;10;0.00929999987420160323
10;critical_section;10;10;0.00109999996311671566
10;reduction;10;10;0.00129999989439966157
11;critical_section;10;10;0.00139999997372797225
11;reduction;10;10;0.00100000011116208043
12;critical_section;10;10;0.00129999989439966157
12;reduction;10;10;0.00100000011116208043
13;critical_section;10;10;0.00120000004244502634
13;reduction;10;10;0.00109999996311671566
14;critical_section;10;10;0.00139999997372797225
14;reduction;10;10;0.00109999996311671566
15;critical_section;10;10;0.00129999989439966157
15;reduction;10;10;0.00099999988378840499
16;critical_section;10;10;0.00129999989439966157
16;reduction;10;10;0.00100000011116208043
17;critical_section;10;10;0.00140000020110164769
17;reduction;10;10;0.00100000011116208043
18;critical_section;10;10;0.00139999997372797225
18;reduction;10;10;0.00100000011116208043
19;critical_section;10;10;0.00150000005305628292
19;reduction;10;10;0.00120000004244502634
20;critical_section;10;10;0.00119999981507135089
20;reduction;10;10;0.02450000010867370293
21;critical_section;10;10;0.00110000019049039111
21;reduction;10;10;0.00109999996311671566
22;critical_section;10;10;0.00159999990501091816
22;reduction;10;10;0.00109999996311671566
23;critical_section;10;10;0.00130000012177333701
23;reduction;10;10;0.00109999996311671566
24;critical_section;10;10;0.00139999997372797225
24;reduction;10;10;0.00120000004244502634
25;critical_section;10;10;0.00150000005305628292
25;reduction;10;10;0.00109999996311671566
26;critical_section;10;10;0.00129999989439966157
26;reduction;10;10;0.00100000011116208043
27;critical_section;10;10;0.00120000004244502634
27;reduction;10;10;0.00100000011116208043
28;critical_section;10;10;0.00150000005305628292
28;reduction;10;10;0.00120000004244502634
29;critical_section;10;10;0.00169999998433922883
29;reduction;10;10;0.00110000019049039111
30;critical_section;10;10;0.00120000004244502634
30;reduction;10;10;0.00100000011116208043
31;critical_section;10;10;0.00120000004244502634
31;reduction;10;10;0.00109999996311671566
32;critical_section;10;10;0.00130000012177333701
32;reduction;10;10;0.00120000004244502634
1;single;100;100;0.05510000005415349733
2;critical_section;100;100;0.01070000007530325092
2;reduction;100;100;0.01040000006469199434
3;critical_section;100;100;0.01040000006469199434
3;reduction;100;100;0.01040000006469199434
4;critical_section;100;100;0.01020000013340904843
4;reduction;100;100;0.01019999990603537299
5;critical_section;100;100;0.01019999990603537299
5;reduction;100;100;0.01029999998536368366
6;critical_section;100;100;0.01029999998536368366
6;reduction;100;100;0.01010000005408073775
7;critical_section;100;100;0.01020000013340904843
7;reduction;100;100;0.01010000005408073775
8;critical_section;100;100;0.01019999990603537299
8;reduction;100;100;0.01009999982670706231
9;critical_section;100;100;0.01019999990603537299
9;reduction;100;100;0.01009999982670706231
10;critical_section;100;100;0.01019999990603537299
10;reduction;100;100;0.01019999990603537299
11;critical_section;100;100;0.01010000005408073775
11;reduction;100;100;0.01020000013340904843
12;critical_section;100;100;0.01010000005408073775
12;reduction;100;100;0.01010000005408073775
13;critical_section;100;100;0.01019999990603537299
13;reduction;100;100;0.01010000005408073775
14;critical_section;100;100;0.01010000005408073775
14;reduction;100;100;0.01010000005408073775
15;critical_section;100;100;0.01010000005408073775
15;reduction;100;100;0.01020000013340904843
16;critical_section;100;100;0.01019999990603537299
16;reduction;100;100;0.01019999990603537299
17;critical_section;100;100;0.01010000005408073775
17;reduction;100;100;0.01020000013340904843
18;critical_section;100;100;0.01010000005408073775
18;reduction;100;100;0.01020000013340904843
19;critical_section;100;100;0.01020000013340904843
19;reduction;100;100;0.01939999992828234099
20;critical_section;100;100;0.20779999999831488822
20;reduction;100;100;0.22199999989425123204
21;critical_section;100;100;0.44320000006337068044
21;reduction;100;100;0.62630000002172891982
22;critical_section;100;100;0.01130000009652576409
22;reduction;100;100;0.01029999998536368366
23;critical_section;100;100;0.01019999990603537299
23;reduction;100;100;0.01019999990603537299
24;critical_section;100;100;0.00999999997475242708
24;reduction;100;100;0.01010000005408073775
25;critical_section;100;100;0.00999999997475242708
25;reduction;100;100;0.01010000005408073775
26;critical_section;100;100;0.01010000005408073775
26;reduction;100;100;0.01010000005408073775
27;critical_section;100;100;0.00999999997475242708
27;reduction;100;100;0.01010000005408073775
28;critical_section;100;100;0.00999999997475242708
28;reduction;100;100;0.01010000005408073775
29;critical_section;100;100;0.01000000020212610252
29;reduction;100;100;0.00999999997475242708
30;critical_section;100;100;0.00999999997475242708
30;reduction;100;100;0.00999999997475242708
31;critical_section;100;100;0.00999999997475242708
31;reduction;100;100;0.00999999997475242708
32;critical_section;100;100;0.00999999997475242708
32;reduction;100;100;0.00999999997475242708
1;single;1000;1000;4.18820000004416215234
2;critical_section;1000;1000;0.95909999981813598424
2;reduction;1000;1000;0.88469999991502845660
3;critical_section;1000;1000;0.90339999997013364919
3;reduction;1000;1000;0.88060000007317285053
4;critical_section;1000;1000;0.88059999984579917509
4;reduction;1000;1000;0.88389999996252299752
5;critical_section;1000;1000;1.04299999998147541191
5;reduction;1000;1000;0.98520000005919428077
6;critical_section;1000;1000;0.98549999984243186191
6;reduction;1000;1000;0.90730000010807998478
7;critical_section;1000;1000;0.87619999999333231244
7;reduction;1000;1000;1.15180000011605443433
8;critical_section;1000;1000;0.88110000001506705303
8;reduction;1000;1000;0.87599999983467569109
9;critical_section;1000;1000;0.88019999998323328327
9;reduction;1000;1000;0.88000000005195033737
10;critical_section;1000;1000;0.88899999991554068401
10;reduction;1000;1000;0.92610000001513981260
11;critical_section;1000;1000;0.90799999998125713319
11;reduction;1000;1000;1.20879999985845643096
12;critical_section;1000;1000;0.93670000001111475285
12;reduction;1000;1000;0.88049999999384453986
13;critical_section;1000;1000;0.89509999997972045094
13;reduction;1000;1000;0.87949999988268245943
14;critical_section;1000;1000;0.87570000005143810995
14;reduction;1000;1000;0.87979999989329371601
15;critical_section;1000;1000;0.88800000003175227903
15;reduction;1000;1000;1.07760000014422985259
16;critical_section;1000;1000;0.92620000009446812328
16;reduction;1000;1000;1.48890000014034740161
17;critical_section;1000;1000;1.76369999985581671353
17;reduction;1000;1000;0.95750000014049874153
18;critical_section;1000;1000;1.52670000011312367860
18;reduction;1000;1000;0.96410000014657271095
19;critical_section;1000;1000;1.48160000003372260835
19;reduction;1000;1000;1.45760000009431678336
20;critical_section;1000;1000;0.97600000003694731276
20;reduction;1000;1000;0.88649999997869599611
21;critical_section;1000;1000;0.91580000002977612894
21;reduction;1000;1000;0.88779999987309565768
22;critical_section;1000;1000;0.88699999992059019860
22;reduction;1000;1000;0.88639999989936768543
23;critical_section;1000;1000;0.88510000000496802386
23;reduction;1000;1000;0.91010000005553592928
24;critical_section;1000;1000;1.39070000000174331944
24;reduction;1000;1000;1.58089999990806973074
25;critical_section;1000;1000;1.23740000003635941539
25;reduction;1000;1000;0.89140000000043073669
26;critical_section;1000;1000;1.13269999997100967448
26;reduction;1000;1000;0.89240000011159281712
27;critical_section;1000;1000;1.42510000000584113877
27;reduction;1000;1000;1.63119999979244312271
28;critical_section;1000;1000;0.90559999989636708051
28;reduction;1000;1000;0.88709999999991850927
29;critical_section;1000;1000;1.09210000005077745300
29;reduction;1000;1000;0.88789999995242396835
30;critical_section;1000;1000;0.88609999988875642885
30;reduction;1000;1000;0.87940000003072782420
31;critical_section;1000;1000;1.72150000003057357389
31;reduction;1000;1000;0.89129999992110242601
32;critical_section;1000;1000;1.26219999992827069946
32;reduction;1000;1000;0.89250000019092112780
1;single;10;10;0.00099999988378840499
2;critical_section;10;10;0.00139999997372797225
2;reduction;10;10;0.00120000004244502634
3;critical_section;10;10;0.00109999996311671566
3;reduction;10;10;0.00109999996311671566
4;critical_section;10;10;0.00090000003183376975
4;reduction;10;10;0.00109999996311671566
5;critical_section;10;10;0.00100000011116208043
5;reduction;10;10;0.00109999996311671566
6;critical_section;10;10;0.00109999996311671566
6;reduction;10;10;0.00090000003183376975
7;critical_section;10;10;0.00100000011116208043
7;reduction;10;10;0.00100000011116208043
8;critical_section;10;10;0.00099999988378840499
8;reduction;10;10;0.00109999996311671566
9;critical_section;10;10;0.00090000003183376975
9;reduction;10;10;0.00090000003183376975
10;critical_section;10;10;0.00099999988378840499
10;reduction;10;10;0.00109999996311671566
11;critical_section;10;10;0.00089999980446009431
11;reduction;10;10;0.00100000011116208043
12;critical_section;10;10;0.00090000003183376975
12;reduction;10;10;0.00100000011116208043
13;critical_section;10;10;0.03389999983482994139
13;reduction;10;10;0.00099999988378840499
14;critical_section;10;10;0.00099999988378840499
14;reduction;10;10;0.00099999988378840499
15;critical_section;10;10;0.00089999980446009431
15;reduction;10;10;0.00090000003183376975
16;critical_section;10;10;0.00100000011116208043
16;reduction;10;10;0.00110000019049039111
17;critical_section;10;10;0.00090000003183376975
17;reduction;10;10;0.00099999988378840499
18;critical_section;10;10;0.00079999995250545908
18;reduction;10;10;0.00100000011116208043
19;critical_section;10;10;0.00100000011116208043
19;reduction;10;10;0.00099999988378840499
20;critical_section;10;10;0.00089999980446009431
20;reduction;10;10;0.00109999996311671566
21;critical_section;10;10;0.00090000003183376975
21;reduction;10;10;0.00099999988378840499
22;critical_section;10;10;0.00090000003183376975
22;reduction;10;10;0.00100000011116208043
23;critical_section;10;10;0.00090000003183376975
23;reduction;10;10;0.00100000011116208043
24;critical_section;10;10;0.00089999980446009431
24;reduction;10;10;0.00109999996311671566
25;critical_section;10;10;0.00090000003183376975
25;reduction;10;10;0.00100000011116208043
26;critical_section;10;10;0.00090000003183376975
26;reduction;10;10;0.00099999988378840499
27;critical_section;10;10;0.00090000003183376975
27;reduction;10;10;0.00100000011116208043
28;critical_section;10;10;0.00090000003183376975
28;reduction;10;10;0.00109999996311671566
29;critical_section;10;10;0.00090000003183376975
29;reduction;10;10;0.00099999988378840499
30;critical_section;10;10;0.00090000003183376975
30;reduction;10;10;0.00100000011116208043
31;critical_section;10;10;0.00090000003183376975
31;reduction;10;10;0.00100000011116208043
32;critical_section;10;10;0.00090000003183376975
32;reduction;10;10;0.00099999988378840499
1;single;100;100;0.05519999990610813256
2;critical_section;100;100;0.01090000000658619683
2;reduction;100;100;0.01049999991664662957
3;critical_section;100;100;0.88290000007873459253
3;reduction;100;100;0.21960000003673485480
4;critical_section;100;100;0.01059999999597494025
4;reduction;100;100;0.01040000006469199434
5;critical_section;100;100;0.01040000006469199434
5;reduction;100;100;0.01029999998536368366
6;critical_section;100;100;0.06289999987529881764
6;reduction;100;100;0.18220000015389814507
7;critical_section;100;100;0.01709999992272059899
7;reduction;100;100;0.01029999998536368366
8;critical_section;100;100;0.01029999998536368366
8;reduction;100;100;0.01020000013340904843
9;critical_section;100;100;0.01029999998536368366
9;reduction;100;100;0.01010000005408073775
10;critical_section;100;100;0.01020000013340904843
10;reduction;100;100;0.01009999982670706231
11;critical_section;100;100;0.01029999998536368366
11;reduction;100;100;0.01010000005408073775
12;critical_section;100;100;0.01019999990603537299
12;reduction;100;100;0.01019999990603537299
13;critical_section;100;100;0.01029999998536368366
13;reduction;100;100;0.01020000013340904843
14;critical_section;100;100;0.01020000013340904843
14;reduction;100;100;0.01010000005408073775
15;critical_section;100;100;0.01019999990603537299
15;reduction;100;100;0.01019999990603537299
16;critical_section;100;100;0.01019999990603537299
16;reduction;100;100;0.01020000013340904843
17;critical_section;100;100;0.01019999990603537299
17;reduction;100;100;0.01019999990603537299
18;critical_section;100;100;0.01030000021273735911
18;reduction;100;100;0.01009999982670706231
19;critical_section;100;100;0.01380000003337045200
19;reduction;100;100;0.01019999990603537299
20;critical_section;100;100;0.01029999998536368366
20;reduction;100;100;0.01029999998536368366
21;critical_section;100;100;0.01980000001822190825
21;reduction;100;100;0.01059999999597494025
22;critical_section;100;100;0.01029999998536368366
22;reduction;100;100;0.01019999990603537299
23;critical_section;100;100;0.01029999998536368366
23;reduction;100;100;0.01029999998536368366
24;critical_section;100;100;0.01019999990603537299
24;reduction;100;100;0.01020000013340904843
25;critical_section;100;100;0.01020000013340904843
25;reduction;100;100;0.02570000015111872926
26;critical_section;100;100;0.01029999998536368366
26;reduction;100;100;0.01029999998536368366
27;critical_section;100;100;0.01029999998536368366
27;reduction;100;100;0.01020000013340904843
28;critical_section;100;100;0.01020000013340904843
28;reduction;100;100;0.01010000005408073775
29;critical_section;100;100;0.01019999990603537299
29;reduction;100;100;0.01010000005408073775
30;critical_section;100;100;0.01029999998536368366
30;reduction;100;100;0.01019999990603537299
31;critical_section;100;100;0.01029999998536368366
31;reduction;100;100;0.01020000013340904843
32;critical_section;100;100;0.01019999990603537299
32;reduction;100;100;0.01020000013340904843
1;single;1000;1000;4.03060000007826602086
2;critical_section;1000;1000;0.96549999989292700775
2;reduction;1000;1000;0.89830000001711596269
3;critical_section;1000;1000;1.05039999994005484041
3;reduction;1000;1000;0.88920000007419730537
4;critical_section;1000;1000;0.88479999999435676727
4;reduction;1000;1000;0.89729999990595388226
5;critical_section;1000;1000;0.88449999998374551069
5;reduction;1000;1000;1.05710000002545712050
6;critical_section;1000;1000;1.25610000009146460798
6;reduction;1000;1000;1.42849999997451959644
7;critical_section;1000;1000;0.88269999992007797118
7;reduction;1000;1000;0.90150000005451147445
8;critical_section;1000;1000;1.00410000004558241926
8;reduction;1000;1000;0.88830000004236353561
9;critical_section;1000;1000;1.33710000000064610504
9;reduction;1000;1000;0.88279999999940628186
10;critical_section;1000;1000;0.88609999988875642885
10;reduction;1000;1000;0.95529999998689163476
11;critical_section;1000;1000;0.90509999995447287802
11;reduction;1000;1000;0.88849999997364648152
12;critical_section;1000;1000;0.88770000002114102244
12;reduction;1000;1000;0.90139999997518316377
13;critical_section;1000;1000;0.88819999996303522494
13;reduction;1000;1000;0.98490000004858302418
14;critical_section;1000;1000;1.12690000014481483959
14;reduction;1000;1000;2.20660000013594981283
15;critical_section;1000;1000;0.92549999999391729943
15;reduction;1000;1000;1.61699999989650677890
16;critical_section;1000;1000;1.35180000006585032679
16;reduction;1000;1000;1.89570000020466977730
17;critical_section;1000;1000;1.00420000012491072994
17;reduction;1000;1000;1.10199999994620156940
18;critical_section;1000;1000;1.66799999988143099472
18;reduction;1000;1000;2.76379999991149816196
19;critical_section;1000;1000;1.43700000012358941603
19;reduction;1000;1000;2.40789999998014536686
20;critical_section;1000;1000;1.91489999997429549694
20;reduction;1000;1000;1.25239999988480121829
21;critical_section;1000;1000;1.05719999987741175573
21;reduction;1000;1000;0.89730000013332755771
22;critical_section;1000;1000;0.90099999988524359651
22;reduction;1000;1000;0.88449999998374551069
23;critical_section;1000;1000;0.89069999989987991285
23;reduction;1000;1000;0.90580000005502370186
24;critical_section;1000;1000;0.88930000015352561604
24;reduction;1000;1000;1.01480000012088567019
25;critical_section;1000;1000;0.88840000012169184629
25;reduction;1000;1000;0.88720000007924681995
26;critical_section;1000;1000;0.88819999996303522494
26;reduction;1000;1000;0.88200000004690082278
