num_threads;method;array_size;elapsed_time
24;reduction;100000;0.49190000004273315426
25;critical_section;100000;0.53539999998974963091
25;reduction;100000;0.50280000004931935109
26;critical_section;100000;0.54590000013376993593
26;reduction;100000;0.52649999997811391950
27;critical_section;100000;0.57460000016362755559
27;reduction;100000;0.54230000000643485691
28;critical_section;100000;0.59609999993881501723
28;reduction;100000;0.55769999994481622707
29;critical_section;100000;0.60789999997723498382
29;reduction;100000;0.57300000003124296200
30;critical_section;100000;0.63260000001719163265
30;reduction;100000;0.58909999984280148055
31;critical_section;100000;0.72299999987990304362
31;reduction;100000;0.60690000009344657883
32;critical_section;100000;0.78959999996186525095
32;reduction;100000;0.63469999986409675330
1;single;100000000;168.73260000011214287952
2;critical_section;100000000;78.29739999988305498846
2;reduction;100000000;98.35219999990840733517
3;critical_section;100000000;52.66940000001341104507
3;reduction;100000000;67.49300000001312582754
4;critical_section;100000000;43.71549999996204860508
4;reduction;100000000;54.06059999995704856701
5;critical_section;100000000;41.53580000001966254786
5;reduction;100000000;42.21870000014860124793
6;critical_section;100000000;36.97420000003148743417
6;reduction;100000000;38.93680000010135699995
7;critical_section;100000000;32.83390000001418229658
7;reduction;100000000;34.65619999997215927579
8;critical_section;100000000;31.04010000015477999114
8;reduction;100000000;31.72869999980321153998
9;critical_section;100000000;36.81770000002870801836
9;reduction;100000000;45.52149999994981044438
10;critical_section;100000000;38.07900000015251862351
10;reduction;100000000;38.62349999985781323630
11;critical_section;100000000;34.73329999997076811269
11;reduction;100000000;34.53650000005836773198
12;critical_section;100000000;39.57200000013472163118
12;reduction;100000000;39.12009999999099818524
13;critical_section;100000000;40.24140000001352746040
13;reduction;100000000;42.36400000013418321032
14;critical_section;100000000;33.44470000001820153557
14;reduction;100000000;35.22679999991851218510
15;critical_section;100000000;34.14320000001680455171
15;reduction;100000000;33.51439999983085726853
16;critical_section;100000000;39.93439999999282008503
16;reduction;100000000;38.52919999985715548974
17;critical_section;100000000;35.51760000004833273124
17;reduction;100000000;38.72139999998580606189
18;critical_section;100000000;36.91930000013599055819
18;reduction;100000000;36.24549999994997051544
19;critical_section;100000000;34.65529999994032550603
19;reduction;100000000;37.10870000008981151041
20;critical_section;100000000;33.61360000008062343113
20;reduction;100000000;34.20510000000831496436
21;critical_section;100000000;33.98049999987051705830
21;reduction;100000000;36.22240000004239846021
22;critical_section;100000000;31.38590000003205204848
22;reduction;100000000;32.59159999993244127836
23;critical_section;100000000;31.26599999995960388333
23;reduction;100000000;34.49660000001131265890
24;critical_section;100000000;34.67620000014903780539
24;reduction;100000000;34.84589999993659148458
25;critical_section;100000000;37.11869999983719026204
25;reduction;100000000;37.58540000012544624042
26;critical_section;100000000;37.05730000001494772732
26;reduction;100000000;35.66560000012941600289
27;critical_section;100000000;34.38099999993937672116
27;reduction;100000000;34.12419999995108810253
28;critical_section;100000000;31.43769999996948172338
28;reduction;100000000;34.03219999995599209797
29;critical_section;100000000;34.49399999999513966031
29;reduction;100000000;32.23449999995864345692
30;critical_section;100000000;30.62090000003081513569
30;reduction;100000000;31.98599999996076803654
31;critical_section;100000000;31.62290000000211875886
31;reduction;100000000;31.78049999996801489033
32;critical_section;100000000;30.45599999995829421096
32;reduction;100000000;32.69280000017715792637
1;single;100;0.00030000001061125658
2;critical_section;100;0.39520000018455903046
2;reduction;100;0.00189999991562217474
3;critical_section;100;0.03920000017387792468
3;reduction;100;0.00090000003183376975
4;critical_section;100;0.02880000010918593034
4;reduction;100;0.00109999996311671566
5;critical_section;100;0.07960000016282720026
5;reduction;100;0.00109999996311671566
6;critical_section;100;0.02749999998741259333
6;reduction;100;0.00109999996311671566
7;critical_section;100;0.02730000005612964742
7;reduction;100;0.00109999996311671566
8;critical_section;100;0.05119999991620716173
8;reduction;100;0.00120000004244502634
9;critical_section;100;0.10350000002290471457
9;reduction;100;0.17159999993054952938
10;critical_section;100;0.22239999998419079930
10;reduction;100;0.19029999998565472197
11;critical_section;100;0.24039999993874516804
11;reduction;100;0.11070000005020119715
12;critical_section;100;0.24989999997160339262
12;reduction;100;0.22760000001653679647
13;critical_section;100;0.26830000001609732863
13;reduction;100;0.26370000000497384463
14;critical_section;100;0.28789999987566261552
14;reduction;100;0.26739999998426355887
15;critical_section;100;0.31519999993179226294
15;reduction;100;0.29410000001917069312
16;critical_section;100;0.33599999983380257618
16;reduction;100;0.29830000016772828531
17;critical_section;100;0.36000000000058207661
17;reduction;100;0.17499999989922798704
18;critical_section;100;0.36100000011174415704
18;reduction;100;0.34559999994598911144
19;critical_section;100;0.38519999998243292794
19;reduction;100;0.36479999994298850652
20;critical_section;100;0.39639999999963038135
20;reduction;100;0.45300000010684016161
21;critical_section;100;0.46509999992849770933
21;reduction;100;0.42050000001836451702
22;critical_section;100;0.45189999991634977050
22;reduction;100;0.42440000015631085262
23;critical_section;100;0.45610000006490736268
23;reduction;100;0.43869999990420183167
24;critical_section;100;0.48869999977796396706
24;reduction;100;0.46159999988049094100
25;critical_section;100;0.52419999997255217750
25;reduction;100;0.48570000012659875210
26;critical_section;100;0.53969999999026185833
26;reduction;100;0.50020000003314635251
27;critical_section;100;0.55859999997664999682
27;reduction;100;0.52329999994071840774
28;critical_section;100;0.57809999998426064849
28;reduction;100;0.54569999997511331458
29;critical_section;100;0.59329999999135907274
29;reduction;100;0.56309999990844517015
30;critical_section;100;0.63139999997474660631
30;reduction;100;0.61000000005151377991
31;critical_section;100;0.63890000001265434548
31;reduction;100;0.63779999982216395438
32;critical_section;100;0.65479999989292991813
32;reduction;100;0.62760000014350225683
1;single;100000;0.11429999995016260073
2;critical_section;100000;0.34649999997782288119
2;reduction;100000;0.08920000004764006007
3;critical_section;100000;0.07630000004610337783
3;reduction;100000;0.05970000006527698133
4;critical_section;100000;0.06120000011833326425
4;reduction;100000;0.04409999996823898982
5;critical_section;100000;0.07330000016736448742
5;reduction;100000;0.04599999988386116456
6;critical_section;100000;0.06720000010318472050
6;reduction;100000;0.03830000014204415493
7;critical_section;100000;0.06819999998697312549
7;reduction;100000;0.03360000005159236025
8;critical_section;100000;0.06089999988034833223
8;reduction;100000;0.02919999997175182216
9;critical_section;100000;0.08470000011584488675
9;reduction;100000;0.19209999982194858603
10;critical_section;100000;0.21030000016253325157
10;reduction;100000;0.20890000018880527932
11;critical_section;100000;0.24450000000797444955
11;reduction;100000;0.23850000002312299330
12;critical_section;100000;0.28270000007069029380
12;reduction;100000;0.24980000011964875739
13;critical_section;100000;0.33610000014050456230
13;reduction;100000;0.14699999996992119122
14;critical_section;100000;0.30250000008891220205
14;reduction;100000;0.28300000008130155038
15;critical_section;100000;0.31830000011723313946
15;reduction;100000;0.30070000002524466254
16;critical_section;100000;0.33240000016121484805
16;reduction;100000;0.31719999992674274836
17;critical_section;100000;0.36890000001221778803
17;reduction;100000;0.40169999988393101376
18;critical_section;100000;0.40549999994254903868
18;reduction;100000;0.29199999994489189703
19;critical_section;100000;0.43780000009974173736
19;reduction;100000;0.42400000006637128536
