num_threads;method;n_rows;n_cols;elapsed_time
24;nested;100;100;0.48209999840764794499
25;reduction;100;100;0.54570000065723434091
25;nested;100;100;0.50769999870681203902
26;reduction;100;100;0.56239999867102596909
26;nested;100;100;0.54659999841533135623
27;reduction;100;100;0.58689999968919437379
27;nested;100;100;0.54590000036114361137
28;reduction;100;100;0.60950000079174060374
28;nested;100;100;0.55959999917831737548
29;reduction;100;100;0.61610000011569354683
29;nested;100;100;0.59660000079020392150
30;reduction;100;100;0.64029999884951394051
30;nested;100;100;0.60730000041075982153
31;reduction;100;100;0.65270000050077214837
31;nested;100;100;0.62369999977818224579
32;reduction;100;100;0.67699999999604187906
32;nested;100;100;0.64110000130312982947
1;single;1000;1000;4.09319999926083255559
2;reduction;1000;1000;3.57880000046861823648
2;nested;1000;1000;3.27309999920544214547
3;reduction;1000;1000;2.17750000047089997679
3;nested;1000;1000;2.20119999903545249254
4;reduction;1000;1000;1.65540000125474762172
4;nested;1000;1000;1.12459999945713207126
5;reduction;1000;1000;1.48489999992307275534
5;nested;1000;1000;1.41789999906904995441
6;reduction;1000;1000;1.21539999963715672493
6;nested;1000;1000;1.31439999859139788896
7;reduction;1000;1000;1.16290000005392357707
7;nested;1000;1000;1.26600000112375710160
8;reduction;1000;1000;2.52879999970900826156
8;nested;1000;1000;3.83110000075248535722
9;reduction;1000;1000;1.42039999991538934410
9;nested;1000;1000;1.87240000013844110072
10;reduction;1000;1000;1.78320000122766941786
10;nested;1000;1000;1.35439999939990229905
11;reduction;1000;1000;1.44079999881796538830
11;nested;1000;1000;1.24839999989490024745
12;reduction;1000;1000;1.25069999921834096313
12;nested;1000;1000;1.46640000093611888587
13;reduction;1000;1000;1.76699999974516686052
13;nested;1000;1000;1.41860000076121650636
14;reduction;1000;1000;2.07220000083907507360
14;nested;1000;1000;1.74639999931969214231
15;reduction;1000;1000;1.49120000060065649450
15;nested;1000;1000;1.86360000043350737542
16;reduction;1000;1000;1.65249999918160028756
16;nested;1000;1000;1.59879999955592211336
17;reduction;1000;1000;1.49299999975482933223
17;nested;1000;1000;1.70369999977992847562
18;reduction;1000;1000;1.49690000034752301872
18;nested;1000;1000;1.88100000013946555555
19;reduction;1000;1000;1.74189999961527064443
19;nested;1000;1000;1.27900000006775371730
20;reduction;1000;1000;1.91529999938211403787
20;nested;1000;1000;1.52859999980137217790
21;reduction;1000;1000;1.55549999908544123173
21;nested;1000;1000;1.38999999944644514471
22;reduction;1000;1000;1.42920000143931247294
22;nested;1000;1000;1.46160000076633878052
23;reduction;1000;1000;1.35159999990719370544
23;nested;1000;1000;1.75029999991238582879
24;reduction;1000;1000;1.67420000070706009865
24;nested;1000;1000;1.60829999913403298706
25;reduction;1000;1000;1.72350000138976611197
25;nested;1000;1000;1.63199999951757490635
26;reduction;1000;1000;2.40649999977904371917
26;nested;1000;1000;1.95679999887943267822
27;reduction;1000;1000;1.43089999983203597367
27;nested;1000;1000;1.63699999939126428217
28;reduction;1000;1000;1.51819999882718548179
28;nested;1000;1000;1.69319999986328184605
29;reduction;1000;1000;1.43989999924087896943
29;nested;1000;1000;1.51059999916469678283
30;reduction;1000;1000;1.50170000051730312407
30;nested;1000;1000;1.76479999936418607831
31;reduction;1000;1000;1.87240000013844110072
31;nested;1000;1000;1.67569999939587432891
32;reduction;1000;1000;1.39829999898211099207
32;nested;1000;1000;1.51629999891156330705
1;single;10;10;0.00090000139607582241
2;reduction;10;10;0.33110000003944151103
2;nested;10;10;0.01259999953617807478
3;reduction;10;10;0.62729999990551732481
3;nested;10;10;0.00360000012733507901
4;reduction;10;10;0.02780000068014487624
4;nested;10;10;0.00309999995806720108
5;reduction;10;10;0.02899999890360049903
5;nested;10;10;0.00250000084633938968
6;reduction;10;10;0.02630000017234124243
6;nested;10;10;0.00209999961953144521
7;reduction;10;10;0.02680000034160912037
7;nested;10;10;0.00240000008489005268
8;reduction;10;10;0.02789999962260480970
8;nested;10;10;0.00220000038098078221
9;reduction;10;10;1.55579999955079983920
9;nested;10;10;0.17480000133218709379
10;reduction;10;10;0.22600000011152587831
10;nested;10;10;0.19309999879624228925
11;reduction;10;10;0.24800000028335489333
11;nested;10;10;0.20330000006651971489
12;reduction;10;10;0.26660000003175809979
12;nested;10;10;0.12570000035339035094
13;reduction;10;10;0.26900000011664815247
13;nested;10;10;0.25099999947997275740
14;reduction;10;10;0.28040000142937060446
14;nested;10;10;0.28280000151426065713
15;reduction;10;10;0.31399999897985253483
15;nested;10;10;0.29309999990800861269
16;reduction;10;10;0.34340000092925038189
16;nested;10;10;0.33169999915116932243
17;reduction;10;10;0.36089999957766849548
17;nested;10;10;0.17480000133218709379
18;reduction;10;10;0.37280000105965882540
18;nested;10;10;0.38289999974949751049
19;reduction;10;10;0.39540000034321565181
19;nested;10;10;0.37180000072112306952
20;reduction;10;10;0.40839999928721226752
20;nested;10;10;0.38909999966563191265
21;reduction;10;10;0.43790000017907004803
21;nested;10;10;0.41110000165645033121
22;reduction;10;10;0.44739999975718092173
22;nested;10;10;0.45010000030742958188
23;reduction;10;10;0.47749999976076651365
23;nested;10;10;0.46730000030947849154
24;reduction;10;10;0.50800000099116005003
24;nested;10;10;0.48939999942376744002
25;reduction;10;10;0.53379999917524401098
25;nested;10;10;0.49550000039744190872
26;reduction;10;10;0.62890000117477029562
