num_threads;method;num_iterations;elapsed_time
9;dynamic;10000;0.80410000009578652680
9;guided;10000;0.84249999963503796607
10;static;10000;1.00560000009863870218
10;dynamic;10000;0.78129999974407837726
10;guided;10000;0.94080000008034403436
11;static;10000;1.03900000021894811653
11;dynamic;10000;0.82340000017211423256
11;guided;10000;1.03229999967879848555
12;static;10000;0.90760000011869124137
12;dynamic;10000;0.90360000012879027054
12;guided;10000;0.97589999995761900209
13;static;10000;0.94900000021880259737
13;dynamic;10000;0.89049999996859696694
13;guided;10000;0.88549999964016024023
14;static;10000;1.15589999995791004039
14;dynamic;10000;0.89029999980994034559
14;guided;10000;0.95449999980701250024
15;static;10000;1.00259999999252613634
15;dynamic;10000;0.93650000007983180694
15;guided;10000;0.95950000013544922695
16;static;10000;1.10529999983555171639
16;dynamic;10000;0.96439999970243661664
16;guided;10000;1.17940000018279533833
1;single;1000000;323.67860000022119493224
2;static;1000000;153.87959999998201965354
2;dynamic;1000000;161.07170000032056123018
2;guided;1000000;165.82879999987198971212
3;static;1000000;118.38639999996303231455
3;dynamic;1000000;117.97660000001997104846
3;guided;1000000;123.81690000029266229831
4;static;1000000;105.54779999984020832926
4;dynamic;1000000;94.90610000011656666175
4;guided;1000000;98.18880000011631636880
5;static;1000000;82.05199999974865932018
5;dynamic;1000000;83.70330000025205663405
5;guided;1000000;82.96749999999519786797
6;static;1000000;70.80249999989973730408
6;dynamic;1000000;69.28610000022672466002
6;guided;1000000;70.48070000018924474716
7;static;1000000;64.30760000012014643289
7;dynamic;1000000;63.27779999992344528437
7;guided;1000000;64.11819999993895180523
8;static;1000000;74.68299999982264125720
8;dynamic;1000000;67.40200000012919190340
8;guided;1000000;70.36059999973076628521
9;static;1000000;71.39710000001286971383
9;dynamic;1000000;61.20700000019496656023
9;guided;1000000;65.53829999984372989275
10;static;1000000;70.54449999986900365911
10;dynamic;1000000;61.51419999969220953062
10;guided;1000000;66.46880000016608391888
11;static;1000000;70.85939999979018466547
11;dynamic;1000000;72.08940000009533832781
11;guided;1000000;67.44509999998626881279
12;static;1000000;74.57900000008521601558
12;dynamic;1000000;64.51800000013463431969
12;guided;1000000;65.37690000004658941180
13;static;1000000;73.41300000007322523743
13;dynamic;1000000;68.16359999993437668309
13;guided;1000000;66.40830000014830147848
14;static;1000000;67.82410000005256733857
14;dynamic;1000000;60.13669999992998782545
14;guided;1000000;62.67290000005232286640
15;static;1000000;60.42840000009164214134
15;dynamic;1000000;54.90749999989930074662
15;guided;1000000;57.60900000041146995500
16;static;1000000;60.26190000011411029845
16;dynamic;1000000;56.30680000012944219634
16;guided;1000000;56.82739999974728561938
1;single;100;0.03500000002532033250
2;static;100;0.31819999958315747790
2;dynamic;100;0.02730000005612964742
2;guided;100;0.02039999981207074597
3;static;100;0.11600000016187550500
3;dynamic;100;0.01489999976911349222
3;guided;100;0.01420000035068369471
4;static;100;0.06100000018705031835
4;dynamic;100;0.01279999969483469613
4;guided;100;0.01219999967361218296
5;static;100;0.07319999986066250131
5;dynamic;100;0.01160000010713702068
5;guided;100;0.01030000021273735911
6;static;100;0.05659999987983610481
6;dynamic;100;0.01040000006469199434
6;guided;100;0.00899999986359034665
7;static;100;0.05929999997533741407
7;dynamic;100;0.00940000018090358935
7;guided;100;0.00839999984236783348
8;static;100;0.07219999997687409632
8;dynamic;100;0.00920000002224696800
8;guided;100;0.00809999983175657690
9;static;100;2.52959999988888739608
9;dynamic;100;0.29889999996157712303
9;guided;100;0.28800000018236460164
10;static;100;0.33890000031533418223
10;dynamic;100;0.30779999997321283445
10;guided;100;0.33429999984946334735
11;static;100;0.42140000005019828677
11;dynamic;100;0.22940000008020433597
11;guided;100;0.35890000026483903639
12;static;100;0.43069999992439989001
12;dynamic;100;0.38799999992988887243
12;guided;100;0.42580000035741250031
13;static;100;0.45540000019173021428
13;dynamic;100;0.43880000021090381779
13;guided;100;0.42430000030435621738
14;static;100;0.54679999993823003024
14;dynamic;100;0.49510000008012866601
14;guided;100;0.68579999970097560436
15;static;100;0.78569999959654523991
15;dynamic;100;0.56279999989783391356
15;guided;100;0.80179999986285110936
16;static;100;0.71119999984148307703
16;dynamic;100;0.54700000009688665159
16;guided;100;0.53939999997965060174
1;single;10000;3.72430000015810946934
2;static;10000;2.35199999997348641045
2;dynamic;10000;2.02550000039991573431
2;guided;10000;1.97830000024623586796
3;static;10000;1.41249999978754203767
3;dynamic;10000;1.54280000015205587260
3;guided;10000;1.53480000017225393094
4;static;10000;1.30360000002838205546
4;dynamic;10000;1.13689999989219359122
4;guided;10000;1.13659999988158233464
5;static;10000;1.05419999999867286533
5;dynamic;10000;0.87890000031620729715
5;guided;10000;0.89920000027632340789
6;static;10000;1.07010000010632211342
6;dynamic;10000;0.78439999970214557834
6;guided;10000;0.87040000016713747755
7;static;10000;0.82119999979113345034
7;dynamic;10000;0.66409999999450519681
7;guided;10000;0.68549999969036434777
8;static;10000;0.77490000012403470464
8;dynamic;10000;0.54679999993823003024
8;guided;10000;0.55059999976947437972
9;static;10000;0.88600000026417546906
9;dynamic;10000;0.75779999997394043021
9;guided;10000;0.88860000005297479220
10;static;10000;1.10949999998410930857
10;dynamic;10000;0.78009999970163335092
10;guided;10000;1.25929999967411276884
11;static;10000;1.14660000008370843716
11;dynamic;10000;0.84139999989929492585
11;guided;10000;0.87369999982911394909
12;static;10000;1.05959999973492813297
12;dynamic;10000;0.85859999990134383552
12;guided;10000;1.13379999993412639014
13;static;10000;1.20349999997415579855
13;dynamic;10000;0.82359999987602350302
13;guided;10000;0.97640000012688688003
14;static;10000;0.90979999959017732181
14;dynamic;10000;0.85079999962545116432
14;guided;10000;1.08529999988604686223
15;static;10000;1.16679999973712256178
15;dynamic;10000;0.84280000010039657354
15;guided;10000;1.05579999990368378349
16;static;10000;1.49659999988216441125
16;dynamic;10000;1.38430000015432597138
16;guided;10000;0.91380000003482564352
1;single;1000000;322.98709999986385810189
2;static;1000000;169.74019999997835839167
2;dynamic;1000000;156.49330000042027677409
2;guided;1000000;153.99999999999636202119
3;static;1000000;110.71259999971516663209
3;dynamic;1000000;121.93389999993087258190
3;guided;1000000;118.65479999960371060297
4;static;1000000;96.83820000009291106835
4;dynamic;1000000;98.75969999984590685926
4;guided;1000000;98.64299999981085420586
5;static;1000000;78.99249999991297954693
5;dynamic;1000000;82.16519999996307888068
5;guided;1000000;80.03749999988940544426
6;static;1000000;72.99030000012862728909
6;dynamic;1000000;66.63389999994251411408
6;guided;1000000;70.44379999979355488904
7;static;1000000;63.53350000017599086277
7;dynamic;1000000;63.64819999998871935531
7;guided;1000000;64.34500000023035681807
8;static;1000000;61.22119999963615555316
8;dynamic;1000000;59.71289999979489948601
8;guided;1000000;60.41589999995267135091
9;static;1000000;68.20360000028813374229
9;dynamic;1000000;62.04699999989315983839
9;guided;1000000;64.27220000023226020858
10;static;1000000;63.13719999980094144121
10;dynamic;1000000;56.38490000001183943823
10;guided;1000000;60.61580000005051260814
11;static;1000000;62.35389999983453890309
11;dynamic;1000000;56.83490000001256703399
11;guided;1000000;61.82709999984581372701
12;static;1000000;60.02799999987473711371
12;dynamic;1000000;58.19650000012188684195
12;guided;1000000;64.30150000005596666597
13;static;1000000;58.69549999988521449268
13;dynamic;1000000;59.30119999993621604517
13;guided;1000000;56.91900000010718940757
14;static;1000000;60.56480000006558839232
14;dynamic;1000000;55.77489999996032565832
14;guided;1000000;59.15540000023611355573
15;static;1000000;63.44799999988026684150
15;dynamic;1000000;55.72710000024017062970
15;guided;1000000;55.54629999960525310598
16;static;1000000;62.71730000025854678825
16;dynamic;1000000;56.17699999993419623934
16;guided;1000000;57.10330000010799267329
1;single;100;0.03500000002532033250
2;static;100;0.32099999998536077328
2;dynamic;100;0.02619999986563925631
2;guided;100;0.02010000025620684028
3;static;100;0.07719999985056347214
3;dynamic;100;0.01470000006520422176
3;guided;100;0.01359999987471383065
4;static;100;0.05960000044069602154
4;dynamic;100;0.01189999966300092638
4;guided;100;0.01470000006520422176
5;static;100;0.06290000010267249309
5;dynamic;100;0.01109999993786914274
5;guided;100;0.01059999976860126480
6;static;100;0.05549999968934571370
6;dynamic;100;0.01109999993786914274
6;guided;100;0.00900000031833769754
7;static;100;0.06920000032550888136
7;dynamic;100;0.01070000007530325092
7;guided;100;0.02599999970698263496
8;static;100;0.06190000021888408810
8;dynamic;100;0.01020000036078272387
8;guided;100;0.01250000013897079043
9;static;100;0.10969999993903911673
9;dynamic;100;0.30070000002524466254
9;guided;100;0.29130000029908842407
10;static;100;0.36420000014913966879
10;dynamic;100;0.32680000003892928362
10;guided;100;0.33859999984997557476
11;static;100;0.41310000005978508852
11;dynamic;100;0.21130000004632165655
11;guided;100;0.35870000010618241504
12;static;100;0.42499999972278601490
12;dynamic;100;0.38439999980255379342
12;guided;100;0.38249999988693161868
13;static;100;0.44090000028518261388
13;dynamic;100;0.42520000033618998714
13;guided;100;0.60399999983928864822
14;static;100;0.49450000005890615284
14;dynamic;100;0.45449999970514909364
14;guided;100;0.44320000006337068044
15;static;100;0.54000000000087311491
15;dynamic;100;0.49199999966731411405
15;guided;100;0.54279999994832905941
16;static;100;0.59909999981755390763
16;dynamic;100;0.51490000032572424971
16;guided;100;0.54030000001148437150
1;single;10000;3.14780000007885973901
2;static;10000;1.89430000000356812961
2;dynamic;10000;1.72889999976177932695
2;guided;10000;1.65399999968940392137
3;static;10000;1.21839999974326929078
3;dynamic;10000;1.15679999998974381015
3;guided;10000;1.29960000003848108463
4;static;10000;1.07770000022355816327
4;dynamic;10000;0.92020000010961666703
4;guided;10000;1.01119999999355059117
5;static;10000;0.86669999973310041241
5;dynamic;10000;0.79779999987295013852
5;guided;10000;0.92439999980342690833
6;static;10000;0.80560000014884280972
6;dynamic;10000;0.67009999975198297761
6;guided;10000;0.67919999992227531038
7;static;10000;0.69389999998747953214
7;dynamic;10000;0.63940000018192222342
7;guided;10000;0.68330000021887826733
8;static;10000;0.64649999967514304444
8;dynamic;10000;0.65309999990859068930
8;guided;10000;0.56549999999333522283
9;static;10000;0.92119999999340507202
9;dynamic;10000;0.75779999997394043021
9;guided;10000;0.91810000003533787094
10;static;10000;1.08159999990675714798
10;dynamic;10000;0.84110000034343102016
10;guided;10000;0.78369999982896842994
11;static;10000;1.01529999983540619723
11;dynamic;10000;1.12110000009124632925
11;guided;10000;0.91280000015103723854
12;static;10000;1.04369999962727888487
12;dynamic;10000;0.85649999982706503943
12;guided;10000;1.01540000014210818335
13;static;10000;1.13120000014532706700
13;dynamic;10000;0.78500000017811544240
13;guided;10000;0.96369999982925946824
14;static;10000;1.32660000008399947546
14;dynamic;10000;1.21059999992212397046
14;guided;10000;1.14179999991392833181
15;static;10000;1.33830000004309113137
15;dynamic;10000;0.77849999979662243277
15;guided;10000;1.18870000005699694157
16;static;10000;1.13629999987097107805
16;dynamic;10000;1.09680000014122924767
16;guided;10000;1.42730000015944824554
1;single;1000000;346.27279999995153048076
2;static;1000000;149.81960000022809254006
2;dynamic;1000000;177.42970000017521670088
2;guided;1000000;151.76400000018475111574
3;static;1000000;116.09420000013415119611
3;dynamic;1000000;114.09679999997024424374
3;guided;1000000;119.49130000039076549001
4;static;1000000;96.64150000025983899832
4;dynamic;1000000;97.30669999999008723535
4;guided;1000000;95.59819999958563130349
5;static;1000000;82.87049999989903881215
5;dynamic;1000000;85.27830000002722954378
5;guided;1000000;81.14019999993615783751
6;static;1000000;70.58180000012725940906
6;dynamic;1000000;69.37610000022687017918
6;guided;1000000;71.49359999993976089172
7;static;1000000;64.33590000006006448530
7;dynamic;1000000;62.88470000026791240089
7;guided;1000000;62.70889999996143160388
8;static;1000000;57.21599999969839700498
8;dynamic;1000000;57.42979999968156334944
8;guided;1000000;61.93309999980556312948
9;static;1000000;74.16110000031039817259
9;dynamic;1000000;62.70689999973910744302
9;guided;1000000;70.60510000019348808564
10;static;1000000;65.07650000003195600584
10;dynamic;1000000;59.30029999990438227542
10;guided;1000000;60.70580000005065812729
11;static;1000000;65.76770000037868157960
11;dynamic;1000000;55.85840000003372551873
11;guided;1000000;61.29680000003645545803
12;static;1000000;64.26420000025245826691
12;dynamic;1000000;66.32609999996930127963
12;guided;1000000;68.31680000004780595191
13;static;1000000;191.42130000000179279596
13;dynamic;1000000;80.65220000025874469429
13;guided;1000000;68.94380000039745937102
14;static;1000000;66.68660000013915123418
14;dynamic;1000000;63.71149999995395774022
14;guided;1000000;61.40120000009119394235
15;static;1000000;63.96659999973053345457
15;dynamic;1000000;63.21579999985260656103
15;guided;1000000;59.45070000007035559975
16;static;1000000;126.14410000014686374925
16;dynamic;1000000;56.58099999982368899509
16;guided;1000000;56.61000000009153154679
1;single;100;0.03819999983534216881
2;static;100;0.42789999997694394551
2;dynamic;100;0.02429999995001708157
2;guided;100;0.02020000010816147551
3;static;100;0.07340000001931912266
3;dynamic;100;0.01489999976911349222
3;guided;100;0.01400000019202707335
4;static;100;0.05899999996472615749
4;dynamic;100;0.01240000028701615520
4;guided;100;0.01179999981104629114
5;static;100;0.06290000010267249309
5;dynamic;100;0.01110000039261649363
5;guided;100;0.01010000005408073775
6;static;100;0.05620000001727021299
6;dynamic;100;0.01019999990603537299
6;guided;100;0.00970000019151484594
7;static;100;0.07839999989300849847
7;dynamic;100;0.00950000003285822459
7;guided;100;0.00819999968371121213
8;static;100;0.06560000019817380235
8;dynamic;100;0.00940000018090358935
8;guided;100;0.00780000027589267120
9;static;100;0.25899999991452204995
9;dynamic;100;0.29239999958008411340
9;guided;100;0.28909999991810764186
10;static;100;0.36799999998038401827
10;dynamic;100;0.30960000003688037395
10;guided;100;0.33489999987068586051
11;static;100;0.45710000040344311856
11;dynamic;100;0.21329999981389846653
11;guided;100;0.34360000017841230147
12;static;100;0.43060000007244525477
12;dynamic;100;0.38709999989805510268
12;guided;100;0.38540000014108954929
13;static;100;0.46239999983299640007
13;dynamic;100;0.41869999995469697751
13;guided;100;0.41909999981726286933
14;static;100;0.49209999997401610017
14;dynamic;100;0.45540000019173021428
14;guided;100;0.45749999981126165949
15;static;100;0.56080000013025710359
15;dynamic;100;0.49239999998462735675
15;guided;100;0.26560000014796969481
16;static;100;0.55780000002414453775
16;dynamic;100;0.52159999995637917891
16;guided;100;0.51630000007207854651
1;single;10000;3.52089999978488776833
2;static;10000;1.91350000022794120014
2;dynamic;10000;1.71560000035242410377
2;guided;10000;1.71920000002501183189
3;static;10000;1.17670000008729402907
3;dynamic;10000;1.26499999987572664395
3;guided;10000;1.24030000006314367056
4;static;10000;1.18569999995088437572
4;dynamic;10000;0.93070000002626329660
4;guided;10000;0.96489999987170449458
5;static;10000;0.89049999996859696694
5;dynamic;10000;0.77959999998711282387
5;guided;10000;0.83360000007814960554
6;static;10000;0.76850000004924368113
6;dynamic;10000;0.70379999988290364854
6;guided;10000;0.70020000021031592041
7;static;10000;0.89400000024397741072
7;dynamic;10000;0.59920000012425589375
7;guided;10000;0.67149999995308462530
8;static;10000;0.70069999992483644746
8;dynamic;10000;0.52550000009432551451
8;guided;10000;0.56619999986651237123
9;static;10000;0.88159999995696125552
9;dynamic;10000;0.84109999988868366927
9;guided;10000;0.81010000030801165849
10;static;10000;1.08070000032967072912
10;dynamic;10000;0.70910000022195163183
10;guided;10000;0.87510000003021559678
11;static;10000;1.02749999996376573108
11;dynamic;10000;0.86239999973258818500
11;guided;10000;0.88299999970331555232
12;static;10000;1.10399999994115205482
12;dynamic;10000;0.66199999992022640072
12;guided;10000;0.94059999992168741301
13;static;10000;1.35929999987638439052
13;dynamic;10000;0.74899999981425935403
13;guided;10000;0.99660000023504835553
14;static;10000;1.05720000010478543118
14;dynamic;10000;0.92399999994086101651
14;guided;10000;1.06979999964096350595
15;static;10000;1.13199999987045885064
15;dynamic;10000;0.87989999974524835125
15;guided;10000;0.91759999986606999300
16;static;10000;1.18280000015147379600
16;dynamic;10000;0.82840000004580360837
16;guided;10000;1.01820000008956412785
1;single;1000000;313.16809999998440616764
2;static;1000000;157.28129999979501008056
2;dynamic;1000000;169.91240000015750410967
2;guided;1000000;168.50669999985257163644
3;static;1000000;126.55659999973067897372
3;dynamic;1000000;123.30780000002050655894
3;guided;1000000;121.21139999999286374077
4;static;1000000;101.56809999989491188899
4;dynamic;1000000;97.57730000001174630597
4;guided;1000000;98.80500000008396455087
5;static;1000000;83.72250000002168235369
5;dynamic;1000000;85.10849999993297387846
5;guided;1000000;82.48080000021218438633
6;static;1000000;74.07460000013088574633
6;dynamic;1000000;70.01489999993282253854
6;guided;1000000;70.49080000024332548492
7;static;1000000;63.49120000004404573701
7;dynamic;1000000;65.73509999998350394890
7;guided;1000000;62.76720000005298061296
8;static;1000000;64.85230000043884501792
8;dynamic;1000000;64.95259999974223319441
8;guided;1000000;72.22309999997378326952
9;static;1000000;65.41349999997692066245
9;dynamic;1000000;61.42980000004172325134
9;guided;1000000;65.77969999989363714121
10;static;1000000;70.46549999995477264747
10;dynamic;1000000;65.83009999985733884387
10;guided;1000000;87.58820000002742744982
11;static;1000000;65.74780000028113136068
11;dynamic;1000000;59.98829999998633866198
11;guided;1000000;66.30219999988185008988
12;static;1000000;70.19300000001749140210
12;dynamic;1000000;64.10600000026533962227
12;guided;1000000;65.37219999972876394168
13;static;1000000;65.26080000003275927156
13;dynamic;1000000;56.67080000011992524378
13;guided;1000000;59.76259999988542404026
14;static;1000000;61.56590000000505824573
14;dynamic;1000000;60.26269999983924208209
14;guided;1000000;61.45800000012968666852
15;static;1000000;62.38209999992250232026
15;dynamic;1000000;58.43259999983274610713
15;guided;1000000;58.71660000002520973794
16;static;1000000;62.08349999997153645381
16;dynamic;1000000;55.35459999964587041177
16;guided;1000000;59.66290000014851102605
1;single;100;0.03520000018397695385
2;static;100;0.34920000007332419045
2;dynamic;100;0.02329999961148132570
2;guided;100;0.01990000009755021892
3;static;100;0.07330000016736448742
3;dynamic;100;0.01460000021324958652
3;guided;100;0.01439999959984561428
4;static;100;0.06310000026132911444
4;dynamic;100;0.01179999981104629114
4;guided;100;0.01180000026579364203
5;static;100;1.98080000018308055587
5;dynamic;100;0.02589999985502799973
5;guided;100;0.00989999989542411640
6;static;100;0.07959999993545352481
6;dynamic;100;0.01040000006469199434
6;guided;100;0.00869999985297909006
7;static;100;0.06769999981770524755
7;dynamic;100;0.00959999988481285982
7;guided;100;0.00880000015968107618
8;static;100;2.50700000015058321878
8;dynamic;100;0.02519999998185085133
8;guided;100;0.01829999973779194988
9;static;100;2.39620000002105371095
9;dynamic;100;0.30089999972915393300
9;guided;100;0.24540000003980821930
10;static;100;0.38279999989754287526
10;dynamic;100;0.35539999998945859261
10;guided;100;0.40730000000621657819
11;static;100;0.39960000003702589311
11;dynamic;100;0.22849999959362321533
11;guided;100;0.35180000031687086448
12;static;100;0.44049999996786937118
12;dynamic;100;0.39130000004661269486
12;guided;100;0.39760000026944908313
13;static;100;0.45799999998052953742
13;dynamic;100;0.43849999974554521032
13;guided;100;0.41789999977481784299
14;static;100;0.50770000007105409168
14;dynamic;100;0.46079999992798548192
14;guided;100;0.53729999990537180565
15;static;100;0.55120000024544424377
15;dynamic;100;0.39550000019517028704
15;guided;100;0.48100000003614695743
16;static;100;2.29130000025179469958
16;dynamic;100;0.56029999996098922566
16;guided;100;0.28800000018236460164
1;single;10000;3.56749999991734512150
2;static;10000;2.10740000011355732568
2;dynamic;10000;1.79819999993924284354
2;guided;10000;1.68180000036954879761
3;static;10000;1.19509999967704061419
3;dynamic;10000;1.16479999996954575181
3;guided;10000;1.16960000013932585716
4;static;10000;1.14889999986189650372
4;dynamic;10000;0.96319999965999159031
4;guided;10000;0.92960000029052025639
5;static;10000;0.87889999986145994626
5;dynamic;10000;0.86710000005041365512
5;guided;10000;0.79340000002048327588
6;static;10000;0.72939999972732039168
6;dynamic;10000;0.65640000002531451173
6;guided;10000;0.65140000015162513591
7;static;10000;0.79529999993610545062
7;dynamic;10000;0.59229999988019699231
7;guided;10000;0.61929999992571538314
8;static;10000;0.66259999994144891389
8;dynamic;10000;0.52860000005239271559
8;guided;10000;0.53560000014840625226
9;static;10000;0.98920000027646892704
9;dynamic;10000;0.82979999979215790518
9;guided;10000;0.91420000035213888623
10;static;10000;1.13550000014583929442
10;dynamic;10000;0.71590000015930854715
10;guided;10000;0.95039999996515689418
11;static;10000;1.12059999992197845131
11;dynamic;10000;0.76679999983753077686
11;guided;10000;0.94379999973170924932
12;static;10000;0.95710000005055917427
12;dynamic;10000;0.98140000000057625584
12;guided;10000;0.94629999966855393723
13;static;10000;1.12489999992249067873
13;dynamic;10000;1.05389999998806160875
13;guided;10000;1.01469999981418368407
14;static;10000;1.52969999999186256900
14;dynamic;10000;0.81799999998111161403
14;guided;10000;0.89319999960935092531
15;static;10000;1.15389999973558587953
15;dynamic;10000;0.86730000020907027647
15;guided;10000;1.03669999998601269908
16;static;10000;1.31569999985003960319
16;dynamic;10000;0.98369999977876432240
16;guided;10000;1.02730000025985646062
1;single;1000000;379.82330000022557214834
2;static;1000000;161.71450000001641456038
2;dynamic;1000000;159.32299999985843896866
2;guided;1000000;153.82429999999658321030
3;static;1000000;121.49500000032276147977
3;dynamic;1000000;114.66499999960433342494
3;guided;1000000;115.62910000020565348677
4;static;1000000;98.48340000007738126442
4;dynamic;1000000;92.64100000018515856937
4;guided;1000000;95.80759999971633078530
5;static;1000000;82.28360000020984443836
5;dynamic;1000000;81.24320000024454202503
5;guided;1000000;81.87339999994946992956
6;static;1000000;71.36870000022099702619
6;dynamic;1000000;68.19440000026588677429
6;guided;1000000;70.11890000012499513105
7;static;1000000;66.03410000025178305805
7;dynamic;1000000;60.79750000026251655072
7;guided;1000000;62.47500000017680577002
8;static;1000000;62.88329999961206340231
8;dynamic;1000000;61.82520000038493890315
8;guided;1000000;68.90710000016042613424
9;static;1000000;66.10709999995378893800
9;dynamic;1000000;55.60569999988729250617
9;guided;1000000;58.63260000023728935048
10;static;1000000;63.35900000021865707822
10;dynamic;1000000;58.13690000013593817130
10;guided;1000000;71.13350000008722417988
11;static;1000000;62.87669999983336310834
11;dynamic;1000000;61.11580000015237601474
11;guided;1000000;61.25350000002072192729
12;static;1000000;61.00319999995917896740
12;dynamic;1000000;56.98290000009365030564
12;guided;1000000;61.04599999980564462021
13;static;1000000;62.14300000010553048924
13;dynamic;1000000;55.45070000016494304873
13;guided;1000000;65.38120000004710163921
14;static;1000000;60.34540000018751015887
14;dynamic;1000000;60.93969999983528396115
14;guided;1000000;59.04000000009546056390
15;static;1000000;62.19829999963621958159
15;dynamic;1000000;57.37139999973805970512
15;guided;1000000;61.91209999997226987034
16;static;1000000;61.57560000019657309167
16;dynamic;1000000;59.19180000000778818503
16;guided;1000000;56.61580000014510005713
1;single;100;0.03509999987727496773
2;static;100;0.31609999996362603270
2;dynamic;100;0.02450000010867370293
2;guided;100;0.01980000024559558369
3;static;100;0.06970000004002940841
3;dynamic;100;0.01500000007581547834
3;guided;100;0.01440000005459296517
4;static;100;0.05899999996472615749
4;dynamic;100;0.01229999998031416908
4;guided;100;0.01180000026579364203
5;static;100;0.06239999993340461515
5;dynamic;100;0.01139999994848039933
5;guided;100;0.01070000007530325092
6;static;100;0.05559999999604769982
6;dynamic;100;0.01030000021273735911
6;guided;100;0.00899999986359034665
7;static;100;0.14709999959450215101
7;dynamic;100;0.05340000006981426850
7;guided;100;0.01520000023447209969
8;static;100;0.19729999985429458320
8;dynamic;100;1.42520000008516944945
8;guided;100;0.59460000011313240975
9;static;100;2.44659999998475541361
9;dynamic;100;0.28960000008737551980
9;guided;100;0.30880000031174859032
10;static;100;0.38789999962318688631
10;dynamic;100;0.38429999995059915818
10;guided;100;0.37350000002334127203
11;static;100;0.29009999980189604685
11;dynamic;100;0.48270000024785986170
11;guided;100;0.36640000007537310012
12;static;100;0.59710000004997709766
12;dynamic;100;0.44899999966219183989
12;guided;100;0.44309999975666869432
13;static;100;0.49949999993259552866
13;dynamic;100;0.61240000013640383258
13;guided;100;0.46789999987595365383
14;static;100;0.55040000006556510925
14;dynamic;100;0.54940000018177670427
14;guided;100;0.63000000000101863407
15;static;100;0.67160000025978661142
15;dynamic;100;0.29650000033143442124
15;guided;100;0.57379999998374842107
16;static;100;0.65069999982370063663
16;dynamic;100;0.56420000009893556125
16;guided;100;0.63739999995959806256
1;single;10000;3.55230000013762037270
2;static;10000;2.06069999967439798638
2;dynamic;10000;1.86429999985193717293
2;guided;10000;1.92340000012336531654
3;static;10000;1.81259999999383580871
3;dynamic;10000;1.28799999993134406395
3;guided;10000;1.27059999977063853294
4;static;10000;1.09610000026805209927
4;dynamic;10000;0.96080000002984888852
4;guided;10000;0.98930000012842356227
5;static;10000;0.88889999960883869790
5;dynamic;10000;0.80170000001089647412
5;guided;10000;0.91220000012981472537
6;static;10000;0.92850000010002986528
6;dynamic;10000;0.69990000019970466383
6;guided;10000;0.69660000008298084140
7;static;10000;0.75520000018514110707
7;dynamic;10000;0.59099999998579733074
7;guided;10000;0.63920000002326560207
8;static;10000;0.64790000033099204302
8;dynamic;10000;0.53170000001045991667
8;guided;10000;0.53670000033889664337
9;static;10000;1.06159999995725229383
9;dynamic;10000;0.89370000023336615413
9;guided;10000;0.79899999991539516486
10;static;10000;1.14810000013676472008
10;dynamic;10000;0.85769999986951006576
10;guided;10000;0.82889999976032413542
11;static;10000;1.08590000036201672629
11;dynamic;10000;0.70940000023256288841
11;guided;10000;0.89780000007522176020
12;static;10000;1.33280000000013387762
12;dynamic;10000;0.83109999968655756675
12;guided;10000;0.94979999994393438101
13;static;10000;1.02040000001579755917
13;dynamic;10000;0.74219999987690243870
13;guided;10000;1.03000000035535776988
14;static;10000;1.06040000036955461837
14;dynamic;10000;0.84740000011152005754
14;guided;10000;1.02449999985765316524
15;static;10000;1.42580000010639196262
15;dynamic;10000;0.89679999973668600433
15;guided;10000;1.06710000000020954758
16;static;10000;1.18089999978110427037
16;dynamic;10000;0.89960000013888929971
16;guided;10000;0.88839999989431817085
1;single;1000000;354.40259999995760153979
2;static;1000000;162.62009999991278164089
2;dynamic;1000000;151.61510000007183407433
2;guided;1000000;150.02820000017891288735
3;static;1000000;125.33209999992322991602
3;dynamic;1000000;114.31200000015451223589
3;guided;1000000;132.81150000011621159501
4;static;1000000;96.39779999997699633241
4;dynamic;1000000;91.84720000030210940167
4;guided;1000000;101.78919999998470302671
5;static;1000000;83.92039999989719945006
5;dynamic;1000000;86.93610000000262516551
5;guided;1000000;81.69450000013966928236
6;static;1000000;71.30000000006475602277
6;dynamic;1000000;86.87079999981506261975
6;guided;1000000;76.78269999996700789779
7;static;1000000;71.63440000022092135623
7;dynamic;1000000;74.93629999999029678293
7;guided;1000000;70.72880000032455427572
8;static;1000000;62.48749999986102920957
8;dynamic;1000000;57.09479999995892285369
8;guided;1000000;58.22179999995569232851
9;static;1000000;68.17550000005212496035
9;dynamic;1000000;65.67110000014508841559
9;guided;1000000;59.99180000026171910577
10;static;1000000;65.17510000003312597983
10;dynamic;1000000;58.10150000024805194698
10;guided;1000000;64.71199999987220508046
11;static;1000000;67.06440000016300473362
11;dynamic;1000000;59.80270000009113573469
11;guided;1000000;62.22200000001976150088
12;static;1000000;65.14860000015687546693
12;dynamic;1000000;55.32469999980094144121
12;guided;1000000;63.51230000018404098228
13;static;1000000;63.31529999988561030477
13;dynamic;1000000;56.55559999968318152241
13;guided;1000000;58.42679999977917759679
14;static;1000000;57.08839999988413183019
14;dynamic;1000000;54.45039999995060497895
14;guided;1000000;64.64670000013938988559
15;static;1000000;66.04389999984050518833
15;dynamic;1000000;58.01449999989927164279
15;guided;1000000;64.33289999995395191945
16;static;1000000;58.58230000012554228306
16;dynamic;1000000;55.65039999964938033372
16;guided;1000000;64.32560000030207447708
1;single;100;0.03509999987727496773
2;static;100;0.30530000003636814654
