method;num_threads;elapsed_time
guided;16;0.006299998858594
static;17;0.005899999450776
dynamic;17;0.014999999621068
guided;17;0.006800000846852
static;18;0.005899999450776
dynamic;18;0.006099999154685
guided;18;0.006299998858594
static;19;0.005699999746867
dynamic;19;0.006199999916134
guided;19;0.006199999916134
static;20;0.005699999746867
dynamic;20;0.006199999916134
guided;20;0.006399999620044
static;21;0.005800000508316
dynamic;21;0.006099999154685
guided;21;0.006099999154685
static;22;0.005699999746867
dynamic;22;0.006199999916134
guided;22;0.006199999916134
static;23;0.005800000508316
dynamic;23;0.005999998393236
guided;23;0.006299998858594
static;24;0.005799998689326
dynamic;24;0.006300000677584
guided;24;0.006199999916134
static;25;0.005699999746867
dynamic;25;0.006199999916134
guided;25;0.006199999916134
static;26;0.006000000212225
dynamic;26;0.006300000677584
guided;26;0.006600001142942
static;27;0.005699999746867
dynamic;27;0.006100000973674
guided;27;0.006500000381493
static;28;0.005699999746867
dynamic;28;0.006399999620044
guided;28;0.006299998858594
static;29;0.005899999450776
dynamic;29;0.006100000973674
guided;29;0.006399999620044
static;30;0.005800000508316
dynamic;30;0.006399999620044
guided;30;0.006399999620044
static;31;0.005900001269765
dynamic;31;0.006199999916134
guided;31;0.006299998858594
single;1;0.054199999794946
static;2;2.607200000056764
dynamic;2;2.922400000898051
guided;2;0.008200000593206
static;3;0.006899999789312
dynamic;3;0.006599999323953
guided;3;0.006600001142942
static;4;0.006299998858594
dynamic;4;0.006300000677584
guided;4;0.006700000085402
static;5;0.006199999916134
dynamic;5;0.006599999323953
guided;5;0.006300000677584
static;6;0.006100000973674
dynamic;6;0.006000000212225
guided;6;0.006700000085402
static;7;0.006100000973674
dynamic;7;0.006000000212225
guided;7;0.006399999620044
static;8;0.006300000677584
dynamic;8;0.006100000973674
guided;8;0.006199999916134
static;9;0.006099999154685
dynamic;9;0.006299998858594
guided;9;0.006299998858594
static;10;0.006099999154685
dynamic;10;0.006799999027862
guided;10;0.006199999916134
static;11;0.006100000973674
dynamic;11;0.006399999620044
guided;11;0.006399999620044
static;12;0.006000000212225
dynamic;12;0.006300000677584
guided;12;0.006199999916134
static;13;0.006099999154685
dynamic;13;0.006399999620044
guided;13;0.006300000677584
static;14;0.005900001269765
dynamic;14;0.006100000973674
guided;14;0.006199999916134
static;15;0.006399999620044
dynamic;15;0.006500000381493
guided;15;0.006099999154685
static;16;0.006000000212225
dynamic;16;0.006199999916134
guided;16;0.006299998858594
static;17;0.006100000973674
dynamic;17;0.006000000212225
guided;17;0.006599999323953
static;18;0.006000000212225
dynamic;18;0.006199999916134
guided;18;0.006600001142942
static;19;0.006000000212225
dynamic;19;0.006399999620044
guided;19;0.006500000381493
static;20;0.006000000212225
dynamic;20;0.006099999154685
guided;20;0.006300000677584
static;21;0.005999998393236
dynamic;21;0.006399999620044
guided;21;0.006199999916134
static;22;0.006000000212225
dynamic;22;0.006199999916134
guided;22;0.006599999323953
static;23;0.006000000212225
dynamic;23;0.006199999916134
guided;23;0.006399999620044
static;24;0.005899999450776
dynamic;24;0.006199999916134
guided;24;0.006399999620044
static;25;0.006199999916134
dynamic;25;0.006099999154685
guided;25;0.006399999620044
static;26;0.006000000212225
dynamic;26;1.643800000238116
guided;26;0.133399998958339
static;27;0.007099999493221
dynamic;27;0.006899999789312
guided;27;0.006700000085402
static;28;0.006300000677584
dynamic;28;0.053199999456410
guided;28;0.696000000971253
static;29;0.006599999323953
dynamic;29;0.006499998562504
guided;29;0.006800000846852
static;30;0.006000000212225
dynamic;30;0.006100000973674
guided;30;0.006300000677584
static;31;0.006100000973674
dynamic;31;0.006199999916134
guided;31;0.006500000381493
single;1;0.127600000269013
static;2;0.006700000085402
dynamic;2;0.006600001142942
guided;2;0.006700000085402
static;3;0.006400001439033
dynamic;3;0.006399999620044
guided;3;0.006399999620044
static;4;0.006199999916134
dynamic;4;0.006399999620044
guided;4;0.006899999789312
static;5;0.006099999154685
dynamic;5;0.006399999620044
guided;5;0.006800000846852
static;6;0.006199999916134
dynamic;6;0.006500000381493
guided;6;0.006400001439033
static;7;0.006099999154685
dynamic;7;0.006599999323953
guided;7;0.006799999027862
static;8;0.005899999450776
dynamic;8;0.006199999916134
guided;8;0.006500000381493
static;9;0.006000000212225
dynamic;9;0.006000000212225
guided;9;0.006600001142942
static;10;0.006000000212225
dynamic;10;0.006100000973674
guided;10;0.006800000846852
static;11;0.006100000973674
dynamic;11;0.006000000212225
guided;11;0.006500000381493
static;12;0.006000000212225
dynamic;12;0.005999998393236
guided;12;0.006799999027862
static;13;0.006300000677584
dynamic;13;0.006399999620044
guided;13;0.006399999620044
static;14;0.006000000212225
dynamic;14;0.006199999916134
guided;14;0.006700000085402
static;15;0.005900001269765
dynamic;15;0.006199999916134
guided;15;0.006199999916134
static;16;0.006100000973674
dynamic;16;0.006000000212225
guided;16;0.006500000381493
static;17;0.006100000973674
dynamic;17;0.006000000212225
guided;17;0.006299998858594
static;18;0.006099999154685
dynamic;18;0.006000000212225
guided;18;0.006300000677584
static;19;0.005800000508316
dynamic;19;0.006400001439033
guided;19;0.006700000085402
static;20;0.005900001269765
dynamic;20;0.006199999916134
guided;20;0.006399999620044
static;21;0.006100000973674
dynamic;21;0.006300000677584
guided;21;0.006399999620044
static;22;0.006100000973674
dynamic;22;0.006499998562504
guided;22;0.006300000677584
static;23;0.006099999154685
dynamic;23;0.006500000381493
guided;23;0.006399999620044
static;24;0.006000000212225
dynamic;24;0.006000000212225
guided;24;0.006499998562504
static;25;0.006000000212225
dynamic;25;0.005900001269765
guided;25;0.006500000381493
static;26;0.006000000212225
dynamic;26;0.006400001439033
guided;26;0.006500000381493
static;27;0.006000000212225
dynamic;27;0.006299998858594
guided;27;0.017700000171317
static;28;0.064300000303774
dynamic;28;0.006199999916134
guided;28;0.006300000677584
static;29;0.006000000212225
dynamic;29;0.006400001439033
guided;29;0.006399999620044
static;30;0.006099999154685
dynamic;30;0.006199999916134
guided;30;0.006400001439033
static;31;0.006000000212225
dynamic;31;0.006100000973674
guided;31;0.006800000846852
single;1;0.055100001191022
static;2;0.006899999789312
dynamic;2;0.006500000381493
guided;2;0.006500000381493
static;3;0.015100000382517
dynamic;3;0.006600001142942
guided;3;0.006600001142942
static;4;0.006099999154685
dynamic;4;0.006500000381493
guided;4;0.006899999789312
static;5;0.006199999916134
dynamic;5;0.006300000677584
guided;5;0.006499998562504
static;6;0.006099999154685
dynamic;6;0.006199999916134
guided;6;0.012600001355167
static;7;0.006000000212225
dynamic;7;0.006700000085402
guided;7;0.006500000381493
static;8;0.006000000212225
dynamic;8;0.006200001735124
guided;8;0.006800000846852
static;9;0.005899999450776
dynamic;9;0.006399999620044
guided;9;0.006399999620044
static;10;0.006000000212225
dynamic;10;0.006300000677584
guided;10;0.006800000846852
static;11;0.006300000677584
dynamic;11;0.013799999578623
guided;11;0.006900001608301
static;12;0.005899999450776
dynamic;12;0.006299998858594
guided;12;0.006500000381493
static;13;0.006300000677584
dynamic;13;0.006100000973674
guided;13;0.007000000550761
static;14;0.006300000677584
dynamic;14;0.006199999916134
guided;14;0.006399999620044
static;15;0.006400001439033
dynamic;15;0.006199999916134
guided;15;0.006399999620044
static;16;0.005899999450776
dynamic;16;0.006199999916134
guided;16;0.006500000381493
static;17;0.005999998393236
dynamic;17;0.006599999323953
guided;17;0.006399999620044
static;18;0.005999998393236
dynamic;18;0.006199999916134
guided;18;0.006300000677584
static;19;0.006199999916134
dynamic;19;0.006399999620044
guided;19;0.006199999916134
static;20;0.005900001269765
dynamic;20;0.006399999620044
guided;20;0.006599999323953
static;21;0.006000000212225
dynamic;21;0.006399999620044
guided;21;0.006599999323953
static;22;0.005900001269765
dynamic;22;0.006199999916134
guided;22;0.006599999323953
static;23;0.006300000677584
dynamic;23;0.006099999154685
guided;23;0.006199999916134
static;24;0.006000000212225
dynamic;24;0.006300000677584
guided;24;0.006999998731771
static;25;0.006000000212225
dynamic;25;0.006199999916134
guided;25;0.006299998858594
static;26;0.006299998858594
dynamic;26;0.006199999916134
guided;26;0.006599999323953
static;27;0.006000000212225
dynamic;27;0.006199999916134
guided;27;0.006700000085402
static;28;0.005899999450776
dynamic;28;0.006199999916134
guided;28;0.006700000085402
static;29;0.006000000212225
dynamic;29;0.006100000973674
guided;29;0.006300000677584
static;30;0.006100000973674
dynamic;30;0.006399999620044
guided;30;0.006700000085402
static;31;0.016200001482503
dynamic;31;0.007000000550761
guided;31;0.006599999323953
single;1;0.055399999837391
static;2;1.517099999546190
dynamic;2;1.859099998910096
guided;2;3.395100000489037
static;3;0.830999999379856
dynamic;3;1.038899999912246
guided;3;1.251800000318326
static;4;0.006399999620044
dynamic;4;0.006500000381493
guided;4;0.007100001312210
static;5;0.006600001142942
dynamic;5;0.006300000677584
guided;5;0.006799999027862
static;6;0.006299998858594
dynamic;6;0.006300000677584
guided;6;1.351300001260825
static;7;5.746700000599958
dynamic;7;4.887499999313150
guided;7;2.955800000563613
static;8;3.359700000146404
dynamic;8;3.048399999897811
guided;8;1.530700001239893
static;9;5.289999999149586
dynamic;9;3.954800000428804
guided;9;3.303100000266568
static;10;3.458400000454276
dynamic;10;2.875700000004144
guided;10;2.458199998727650
static;11;1.427100000000792
dynamic;11;1.621600000362378
guided;11;1.229800000146497
static;12;0.042300000131945
dynamic;12;0.035900000511901
guided;12;0.006899999789312
static;13;0.006199999916134
dynamic;13;0.006299998858594
guided;13;0.006600001142942
static;14;0.006100000973674
dynamic;14;0.006399999620044
guided;14;0.006300000677584
static;15;0.006099999154685
dynamic;15;0.006299998858594
guided;15;0.006399999620044
static;16;0.006000000212225
dynamic;16;0.006199999916134
guided;16;0.006199999916134
static;17;0.005899999450776
dynamic;17;0.006299998858594
guided;17;0.006899999789312
static;18;0.006000000212225
dynamic;18;0.006399999620044
guided;18;0.006299998858594
static;19;0.006199999916134
dynamic;19;0.006299998858594
guided;19;0.006299998858594
static;20;0.006399999620044
dynamic;20;0.006300000677584
guided;20;0.006599999323953
static;21;0.005899999450776
dynamic;21;0.006299998858594
guided;21;0.006399999620044
static;22;0.005899999450776
dynamic;22;0.006400001439033
guided;22;0.006500000381493
static;23;0.006100000973674
dynamic;23;0.006399999620044
guided;23;0.006199999916134
static;24;0.005899999450776
dynamic;24;0.006100000973674
guided;24;0.006300000677584
static;25;0.006000000212225
dynamic;25;0.006299998858594
guided;25;0.006600001142942
static;26;0.005800000508316
dynamic;26;0.006400001439033
guided;26;0.006399999620044
static;27;0.005900001269765
dynamic;27;0.006399999620044
guided;27;0.006299998858594
static;28;0.006000000212225
dynamic;28;0.006300000677584
guided;28;0.006300000677584
static;29;0.005899999450776
dynamic;29;0.006199999916134
guided;29;0.006299998858594
static;30;0.006000000212225
dynamic;30;0.006299998858594
guided;30;0.006599999323953
static;31;0.006000000212225
dynamic;31;0.006300000677584
guided;31;0.006199999916134
single;1;0.055000000429573
static;2;0.059599999076454
dynamic;2;0.590600000577979
guided;2;0.007200000254670
static;3;0.006399999620044
dynamic;3;0.006399999620044
guided;3;0.006399999620044
static;4;0.006099999154685
dynamic;4;0.006599999323953
guided;4;0.006299998858594
static;5;0.006300000677584
dynamic;5;0.006299998858594
guided;5;0.006799999027862
static;6;0.005899999450776
dynamic;6;0.006600001142942
guided;6;0.006400001439033
static;7;0.006199999916134
dynamic;7;0.006199999916134
guided;7;0.006500000381493
static;8;0.005899999450776
dynamic;8;0.006199999916134
guided;8;0.006300000677584
static;9;0.006300000677584
dynamic;9;0.006399999620044
guided;9;0.006300000677584
static;10;0.006000000212225
dynamic;10;0.006100000973674
guided;10;0.006500000381493
static;11;0.005899999450776
dynamic;11;0.006300000677584
guided;11;0.006300000677584
static;12;0.005899999450776
dynamic;12;0.006199999916134
guided;12;0.006300000677584
static;13;0.005900001269765
dynamic;13;0.006600001142942
guided;13;0.006500000381493
static;14;0.005900001269765
dynamic;14;0.006500000381493
guided;14;0.006500000381493
static;15;0.006000000212225
dynamic;15;0.006300000677584
guided;15;0.006300000677584
static;16;0.006199999916134
dynamic;16;0.006300000677584
guided;16;0.006399999620044
static;17;0.005900001269765
dynamic;17;0.020800000129384
guided;17;0.006599999323953
static;18;0.006100000973674
dynamic;18;0.006400001439033
guided;18;0.006300000677584
static;19;0.006000000212225
dynamic;19;0.006299998858594
guided;19;0.006299998858594
static;20;0.006000000212225
dynamic;20;0.006199999916134
guided;20;0.006500000381493
static;21;0.006099999154685
dynamic;21;0.006300000677584
guided;21;0.006300000677584
static;22;0.006000000212225
dynamic;22;0.006199999916134
guided;22;0.006500000381493
static;23;0.006000000212225
dynamic;23;0.006000000212225
guided;23;0.006199999916134
static;24;0.006000000212225
dynamic;24;0.006500000381493
guided;24;0.006399999620044
static;25;0.015300000086427
dynamic;25;0.006300000677584
guided;25;0.006599999323953
static;26;0.006000000212225
dynamic;26;0.006199999916134
guided;26;0.006899999789312
static;27;0.006000000212225
dynamic;27;0.006199999916134
guided;27;0.006600001142942
static;28;0.006000000212225
dynamic;28;0.006600001142942
guided;28;0.006199999916134
static;29;0.005899999450776
dynamic;29;0.006199999916134
guided;29;0.006200001735124
static;30;0.006099999154685
dynamic;30;0.006399999620044
guided;30;0.006199999916134
static;31;0.005900001269765
dynamic;31;0.006199999916134
guided;31;0.006599999323953
single;1;0.054099999033497
static;2;0.006500000381493
dynamic;2;0.006399999620044
guided;2;0.006499998562504
static;3;0.006599999323953
dynamic;3;0.006099999154685
guided;3;0.006399999620044
static;4;0.006100000973674
dynamic;4;0.006400001439033
guided;4;0.006199999916134
static;5;0.005899999450776
dynamic;5;0.006300000677584
guided;5;0.006599999323953
static;6;0.005900001269765
dynamic;6;0.006199999916134
guided;6;0.006199999916134
static;7;0.005800000508316
dynamic;7;0.006099999154685
guided;7;0.006300000677584
static;8;0.005799998689326
dynamic;8;0.006099999154685
guided;8;0.006500000381493
static;9;0.005899999450776
dynamic;9;0.006299998858594
guided;9;0.006399999620044
static;10;0.015699999494245
dynamic;10;0.089900000602938
guided;10;0.041600000258768
static;11;0.155699999595527
dynamic;11;0.217100001464132
guided;11;0.282599999991362
static;12;0.111100000140141
dynamic;12;0.006500000381493
guided;12;0.006600001142942
static;13;0.006000000212225
dynamic;13;0.006100000973674
guided;13;0.006399999620044
static;14;0.005699999746867
dynamic;14;0.006399999620044
guided;14;0.006399999620044
static;15;0.005699999746867
dynamic;15;0.006099999154685
guided;15;0.006299998858594
static;16;0.005800000508316
dynamic;16;0.006199999916134
guided;16;0.006399999620044
static;17;0.005700001565856
dynamic;17;0.006000000212225
guided;17;0.006300000677584
static;18;0.005800000508316
dynamic;18;0.005899999450776
guided;18;0.006199999916134
static;19;0.005800000508316
dynamic;19;0.006300000677584
guided;19;0.006199999916134
static;20;0.005699999746867
dynamic;20;0.006399999620044
guided;20;0.006300000677584
static;21;0.005700001565856
dynamic;21;0.006700000085402
guided;21;0.006300000677584
static;22;0.005899999450776
dynamic;22;0.006000000212225
guided;22;0.006799999027862
static;23;0.005699999746867
dynamic;23;0.006199999916134
guided;23;0.006399999620044
static;24;0.015400000847876
dynamic;24;0.006100000973674
guided;24;0.006399999620044
static;25;0.005699999746867
dynamic;25;0.006100000973674
guided;25;0.006299998858594
static;26;0.005899999450776
dynamic;26;0.006099999154685
guided;26;0.006100000973674
static;27;0.005699999746867
dynamic;27;0.006100000973674
guided;27;0.006199999916134
static;28;0.005699999746867
dynamic;28;0.005999998393236
guided;28;0.006799999027862
static;29;0.005599998985417
dynamic;29;0.006300000677584
guided;29;0.006100000973674
static;30;0.006000000212225
dynamic;30;0.006199999916134
guided;30;0.006500000381493
static;31;0.005699999746867
dynamic;31;0.006199999916134
guided;31;0.006199999916134
single;1;0.063100000261329
static;2;0.006799999027862
dynamic;2;0.006399999620044
guided;2;0.007000000550761
static;3;0.006300000677584
dynamic;3;0.006500000381493
guided;3;0.007000000550761
static;4;0.006000000212225
dynamic;4;0.006499998562504
guided;4;0.006500000381493
static;5;0.006199999916134
dynamic;5;0.006399999620044
guided;5;0.006400001439033
static;6;0.005699999746867
dynamic;6;0.006199999916134
guided;6;0.006299998858594
static;7;0.006000000212225
dynamic;7;0.006199999916134
guided;7;0.006299998858594
static;8;0.005699999746867
dynamic;8;0.006400001439033
guided;8;0.006300000677584
static;9;0.005699999746867
dynamic;9;0.006099999154685
guided;9;0.006599999323953
static;10;0.005799998689326
dynamic;10;0.006000000212225
guided;10;0.006300000677584
static;11;0.005600000804407
dynamic;11;0.006300000677584
guided;11;0.006199999916134
static;12;0.005600000804407
dynamic;12;0.006300000677584
guided;12;0.006199999916134
static;13;0.005699999746867
dynamic;13;0.006199999916134
guided;13;0.007000000550761
static;14;0.005699999746867
dynamic;14;0.006299998858594
guided;14;0.006299998858594
static;15;0.005699999746867
dynamic;15;0.006199999916134
guided;15;0.006599999323953
static;16;0.005700001565856
dynamic;16;0.006199999916134
guided;16;0.006099999154685
static;17;0.014200000805431
dynamic;17;0.006199999916134
guided;17;0.006500000381493
static;18;0.005900001269765
dynamic;18;0.006100000973674
guided;18;0.006000000212225
static;19;0.005600000804407
dynamic;19;0.006299998858594
guided;19;0.006299998858594
static;20;0.005799998689326
dynamic;20;0.006099999154685
guided;20;0.006199999916134
static;21;0.005800000508316
dynamic;21;0.006099999154685
guided;21;0.006299998858594
static;22;0.005799998689326
dynamic;22;0.005899999450776
guided;22;0.006399999620044
static;23;0.005700001565856
dynamic;23;0.006099999154685
guided;23;0.006099999154685
static;24;0.005499998223968
dynamic;24;0.006300000677584
guided;24;0.006199999916134
static;25;0.005699999746867
dynamic;25;0.006099999154685
guided;25;0.006199999916134
static;26;0.005800000508316
dynamic;26;0.006100000973674
guided;26;0.006199999916134
static;27;0.006000000212225
dynamic;27;0.006199999916134
guided;27;0.007000000550761
static;28;0.005800000508316
dynamic;28;0.006099999154685
guided;28;0.006299998858594
static;29;0.005699999746867
dynamic;29;0.006199999916134
guided;29;0.006599999323953
static;30;0.005699999746867
dynamic;30;0.006199999916134
guided;30;0.006199999916134
static;31;0.005800000508316
dynamic;31;0.006199999916134
guided;31;0.006100000973674
single;1;0.054500000260305
static;2;0.006199999916134
dynamic;2;0.006500000381493
guided;2;0.006599999323953
static;3;0.006199999916134
dynamic;3;0.006199999916134
guided;3;0.006599999323953
static;4;0.005900001269765
dynamic;4;0.011000000085915
guided;4;0.006399999620044
static;5;0.005900001269765
dynamic;5;0.006399999620044
guided;5;0.006399999620044
static;6;0.005799998689326
dynamic;6;0.006399999620044
guided;6;0.006699998266413
static;7;0.005800000508316
dynamic;7;0.006300000677584
guided;7;0.006300000677584
static;8;0.005699999746867
dynamic;8;0.006399999620044
guided;8;0.016100000721053
static;9;0.005800000508316
dynamic;9;0.006600001142942
guided;9;0.006400001439033
static;10;0.005799998689326
dynamic;10;0.006399999620044
guided;10;0.006199999916134
static;11;0.005799998689326
dynamic;11;0.006099999154685
guided;11;0.006500000381493
static;12;0.005900001269765
dynamic;12;0.006100000973674
guided;12;0.006199999916134
static;13;0.006199999916134
dynamic;13;0.006500000381493
guided;13;0.006300000677584
static;14;0.005699999746867
dynamic;14;0.006199999916134
guided;14;0.006299998858594
static;15;0.006099999154685
dynamic;15;0.006099999154685
guided;15;0.006399999620044
static;16;0.005799998689326
dynamic;16;0.006399999620044
guided;16;0.006299998858594
static;17;0.005800000508316
dynamic;17;0.006100000973674
guided;17;0.006199999916134
static;18;0.005799998689326
dynamic;18;0.006199999916134
guided;18;0.006199999916134
static;19;0.005699999746867
dynamic;19;0.006099999154685
guided;19;0.006299998858594
static;20;0.006000000212225
dynamic;20;0.006000000212225
guided;20;0.006599999323953
static;21;0.005699999746867
dynamic;21;0.006300000677584
guided;21;0.006099999154685
static;22;0.005800000508316
dynamic;22;0.006199999916134
guided;22;0.006299998858594
static;23;0.005800000508316
dynamic;23;0.006199999916134
guided;23;0.006700000085402
static;24;0.006000000212225
dynamic;24;0.006099999154685
guided;24;0.006100000973674
static;25;0.006000000212225
dynamic;25;0.006000000212225
guided;25;0.006500000381493
static;26;0.005700001565856
dynamic;26;0.006199999916134
guided;26;0.006199999916134
static;27;0.005600000804407
dynamic;27;0.006100000973674
guided;27;0.006399999620044
static;28;0.005699999746867
dynamic;28;0.006300000677584
guided;28;0.006199999916134
static;29;0.005699999746867
dynamic;29;0.006199999916134
guided;29;0.006700000085402
static;30;0.006099999154685
dynamic;30;0.006299998858594
guided;30;0.006299998858594
static;31;0.005699999746867
dynamic;31;0.005999998393236
guided;31;0.006099999154685
single;1;0.055800001064199
static;2;1.588099999935366
dynamic;2;2.428499999950873
guided;2;0.838399999338435
static;3;2.759400000286405
dynamic;3;1.798299999791197
guided;3;1.722799999697600
static;4;0.178999998752261
dynamic;4;0.006499998562504
guided;4;0.006500000381493
static;5;0.006500000381493
dynamic;5;0.006499998562504
guided;5;0.006700000085402
static;6;0.006100000973674
dynamic;6;0.006399999620044
guided;6;0.007000000550761
static;7;0.006100000973674
dynamic;7;0.006300000677584
guided;7;0.006800000846852
static;8;0.006199999916134
dynamic;8;0.006700000085402
guided;8;0.006500000381493
static;9;0.006100000973674
dynamic;9;0.006400001439033
guided;9;0.006600001142942
static;10;0.006500000381493
dynamic;10;0.006500000381493
guided;10;0.006700000085402
static;11;0.006199999916134
dynamic;11;0.006199999916134
guided;11;0.006899999789312
static;12;0.006199999916134
dynamic;12;0.006099999154685
guided;12;0.006299998858594
static;13;0.006099999154685
dynamic;13;0.006399999620044
guided;13;0.006300000677584
static;14;0.006500000381493
dynamic;14;0.006300000677584
guided;14;0.006499998562504
static;15;0.006000000212225
dynamic;15;0.006700000085402
guided;15;0.006499998562504
static;16;0.006199999916134
dynamic;16;0.005999998393236
guided;16;0.006399999620044
static;17;0.006499998562504
dynamic;17;0.006199999916134
guided;17;0.006199999916134
static;18;0.005999998393236
dynamic;18;0.006300000677584
guided;18;0.006500000381493
static;19;0.006100000973674
dynamic;19;0.006100000973674
guided;19;0.006600001142942
static;20;0.006000000212225
dynamic;20;0.006199999916134
guided;20;0.006500000381493
static;21;0.006500000381493
dynamic;21;0.006199999916134
guided;21;0.006300000677584
static;22;0.006100000973674
dynamic;22;0.006099999154685
guided;22;0.006500000381493
static;23;0.006099999154685
dynamic;23;0.006000000212225
guided;23;0.006399999620044
static;24;0.006199999916134
dynamic;24;0.006200001735124
guided;24;0.006399999620044
static;25;0.006499998562504
dynamic;25;0.006099999154685
guided;25;0.006700000085402
static;26;0.006100000973674
dynamic;26;0.006099999154685
guided;26;0.006199999916134
static;27;0.006199999916134
dynamic;27;0.006099999154685
guided;27;0.006700000085402
static;28;0.006100000973674
dynamic;28;0.006300000677584
guided;28;0.006500000381493
static;29;0.006399999620044
dynamic;29;0.006300000677584
guided;29;0.006399999620044
static;30;0.006199999916134
dynamic;30;0.006000000212225
guided;30;0.006500000381493
static;31;0.006500000381493
dynamic;31;0.006399999620044
guided;31;0.006199999916134
single;1;0.053899999329587
static;2;0.006700000085402
dynamic;2;0.006300000677584
guided;2;0.006500000381493
static;3;0.006700000085402
dynamic;3;0.018699998690863
guided;3;0.006800000846852
static;4;0.006199999916134
dynamic;4;0.006000000212225
guided;4;0.006499998562504
static;5;0.006200001735124
dynamic;5;0.006399999620044
guided;5;0.006899999789312
static;6;0.006099999154685
dynamic;6;0.006299998858594
guided;6;0.006500000381493
static;7;0.006199999916134
dynamic;7;0.006199999916134
guided;7;0.006600001142942
static;8;0.006100000973674
dynamic;8;0.006399999620044
guided;8;0.006300000677584
static;9;0.006100000973674
dynamic;9;0.006600001142942
guided;9;0.006700000085402
static;10;0.006100000973674
dynamic;10;0.006300000677584
guided;10;0.006700000085402
static;11;0.005999998393236
dynamic;11;0.006300000677584
guided;11;0.006399999620044
static;12;0.006399999620044
dynamic;12;0.006000000212225
guided;12;0.006600001142942
static;13;0.009600000339560
dynamic;13;0.006000000212225
guided;13;0.006299998858594
static;14;0.006000000212225
dynamic;14;0.006600001142942
guided;14;0.006399999620044
static;15;0.006400001439033
dynamic;15;0.006199999916134
guided;15;0.006099999154685
static;16;0.006100000973674
dynamic;16;0.006599999323953
guided;16;0.006500000381493
static;17;0.006199999916134
dynamic;17;0.006299998858594
guided;17;0.006599999323953
static;18;0.006000000212225
dynamic;18;0.006099999154685
guided;18;0.006500000381493
static;19;0.006400001439033
dynamic;19;0.006400001439033
guided;19;0.007000000550761
static;20;0.006400001439033
dynamic;20;0.006000000212225
guided;20;0.006500000381493
static;21;0.006199999916134
dynamic;21;0.006199999916134
guided;21;0.006700000085402
static;22;0.006000000212225
dynamic;22;0.006100000973674
guided;22;0.006500000381493
static;23;0.006300000677584
dynamic;23;0.006399999620044
guided;23;0.006399999620044
static;24;0.006099999154685
dynamic;24;0.006099999154685
guided;24;0.006300000677584
static;25;0.006100000973674
dynamic;25;0.006400001439033
guided;25;0.006300000677584
static;26;0.006100000973674
dynamic;26;0.006100000973674
guided;26;0.006599999323953
static;27;0.006199999916134
dynamic;27;0.006000000212225
guided;27;0.006799999027862
static;28;0.006099999154685
dynamic;28;0.006099999154685
guided;28;0.006300000677584
static;29;0.006199999916134
dynamic;29;0.006299998858594
guided;29;0.006599999323953
static;30;0.006199999916134
dynamic;30;0.006099999154685
guided;30;0.006700000085402
static;31;0.006199999916134
dynamic;31;0.006000000212225
guided;31;0.006500000381493
single;1;0.054300000556395
static;2;0.150599998960388
dynamic;2;0.053000001571490
guided;2;0.007200000254670
static;3;0.017099999240600
dynamic;3;0.006600001142942
guided;3;0.006700000085402
static;4;0.006200001735124
dynamic;4;0.006500000381493
guided;4;0.006800000846852
static;5;0.006199999916134
dynamic;5;0.006599999323953
guided;5;0.006599999323953
static;6;0.006500000381493
dynamic;6;0.006199999916134
guided;6;0.006400001439033
static;7;0.006000000212225
dynamic;7;0.006500000381493
guided;7;0.006299998858594
static;8;0.006099999154685
dynamic;8;0.006199999916134
guided;8;0.006899999789312
static;9;0.006400001439033
dynamic;9;0.006399999620044
guided;9;0.006399999620044
static;10;0.006100000973674
dynamic;10;0.006300000677584
guided;10;0.006199999916134
static;11;0.006100000973674
dynamic;11;0.006500000381493
guided;11;0.006299998858594
static;12;0.006199999916134
dynamic;12;0.006300000677584
guided;12;0.006500000381493
static;13;0.006199999916134
dynamic;13;0.006099999154685
guided;13;0.006399999620044
static;14;0.006299998858594
dynamic;14;0.006199999916134
guided;14;0.006700000085402
static;15;0.006199999916134
dynamic;15;0.006100000973674
guided;15;0.006700000085402
static;16;0.006100000973674
dynamic;16;0.006300000677584
guided;16;0.006800000846852
static;17;0.006000000212225
dynamic;17;0.006399999620044
guided;17;0.006399999620044
static;18;0.006500000381493
dynamic;18;0.006400001439033
guided;18;0.006399999620044
static;19;0.006299998858594
dynamic;19;0.006199999916134
guided;19;0.006300000677584
static;20;0.006299998858594
dynamic;20;0.006299998858594
guided;20;0.006299998858594
static;21;0.006100000973674
dynamic;21;0.006399999620044
guided;21;0.006599999323953
static;22;0.006099999154685
dynamic;22;0.006399999620044
guided;22;0.006700000085402
static;23;0.006199999916134
dynamic;23;0.006199999916134
guided;23;0.006399999620044
static;24;0.006000000212225
dynamic;24;0.006099999154685
guided;24;0.006800000846852
static;25;0.006099999154685
dynamic;25;0.006399999620044
guided;25;0.006199999916134
static;26;0.006199999916134
dynamic;26;0.006199999916134
guided;26;0.006199999916134
static;27;0.006399999620044
dynamic;27;0.006300000677584
guided;27;0.006300000677584
static;28;0.006100000973674
dynamic;28;0.006300000677584
guided;28;0.006899999789312
static;29;0.006099999154685
dynamic;29;0.006500000381493
guided;29;0.006700000085402
static;30;0.006099999154685
dynamic;30;0.006300000677584
guided;30;0.006300000677584
static;31;0.006099999154685
dynamic;31;0.006200001735124
guided;31;0.006199999916134
single;1;0.054399999498855
static;2;0.006599999323953
dynamic;2;0.006300000677584
